"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
1.63988264210334e-213,-3.21619437234967,0.078,0.468,5.31895934966219e-209,"LAPTM5"
2.83819846139563e-212,1.99016997945767,0.495,0.118,9.20569670953671e-208,"PBX1"
1.17741114649729e-210,1.03731209009203,0.734,0.262,3.81893305366397e-206,"PTRF"
1.59278673470314e-210,-3.50377180630503,0.093,0.472,5.16620377400964e-206,"GMFG"
1.76226021918517e-208,2.58172936638896,0.348,0.036,5.71589102092711e-204,"SMO"
5.59579600858472e-208,1.21593064182262,0.755,0.34,1.81499643538445e-203,"CCND2"
7.73601457243295e-208,2.34051557376651,0.402,0.064,2.50917632656863e-203,"ABCA10"
3.98285494663108e-207,1.10197722463748,0.667,0.226,1.29183900193979e-202,"AKAP12"
5.41391386870791e-207,2.99367439552318,0.337,0.032,1.75600296331541e-202,"SCARA3"
2.61472584655795e-206,1.89451827790671,0.545,0.161,8.48086328331071e-202,"PLAGL1"
4.7070995576545e-206,2.77344079431017,0.368,0.048,1.52674774152524e-201,"ROBO1"
2.62927177812021e-205,1.827998124692,0.629,0.23,8.52804301233291e-201,"EPS8"
3.95968914362464e-205,2.79632924814835,0.338,0.033,1.28432517373465e-200,"LOXL1"
4.75470327268488e-204,1.82601595820489,0.635,0.233,1.54218800649534e-199,"CTGF"
6.82608443799434e-204,2.86914604326179,0.31,0.022,2.21404048746346e-199,"NRK"
1.43028197079604e-203,2.11594744674137,0.436,0.082,4.63911957227696e-199,"HIC1"
7.38981172352857e-203,1.64754731584091,0.592,0.183,2.39688543252649e-198,"NID1"
9.37591538685437e-203,2.49513875450742,0.376,0.054,3.04107815572622e-198,"PTK7"
1.5152436043599e-202,2.4177169568351,0.422,0.08,4.91469263074134e-198,"GNAI1"
1.8844002325956e-202,2.56784238814594,0.326,0.029,6.11205215442383e-198,"SOBP"
7.06920248114635e-202,1.81685997978782,0.656,0.267,2.29289582475982e-197,"KCNQ1OT1"
4.31999056466332e-201,-3.17095809243204,0.077,0.452,1.40118893964855e-196,"HCST"
4.866911324684e-201,0.950218261547645,0.802,0.327,1.57858268816126e-196,"NGFRAP1"
5.02094550921504e-201,0.217011880335928,0.617,0.175,1.6285436759139e-196,"SPARCL1"
3.61011632328373e-200,1.56491920576632,0.494,0.12,1.17094122945708e-195,"SMAD3"
4.25076244495684e-200,2.61426947161601,0.418,0.082,1.37873479902175e-195,"CYTL1"
2.81127991099534e-199,2.25376203597758,0.394,0.064,9.11838639131338e-195,"LTBP1"
1.25563182678381e-198,1.54282817946467,0.719,0.325,4.07264183017329e-194,"SERPING1"
2.83854444613919e-197,1.41665143950422,0.569,0.158,9.20681891105247e-193,"SGCE"
3.86934382546344e-196,1.03051056102708,0.784,0.356,1.25502166978907e-191,"APP"
5.41220392811831e-195,2.44592483832316,0.385,0.062,1.75544834408517e-190,"ABCA9"
9.90454484747716e-195,2.50563077245615,0.36,0.052,3.21253912127922e-190,"FAP"
1.08433789252072e-194,2.55870386142846,0.357,0.048,3.51704995439094e-190,"OLFM2"
1.98045751211171e-194,1.88330300640473,0.468,0.11,6.42361394053432e-190,"SDC2"
3.68352276950101e-194,1.8018930853033,0.506,0.137,1.19475061028765e-189,"PLAC9"
7.49986490803626e-194,1.4221900007741,0.642,0.236,2.43258118292156e-189,"RCN1"
1.36719355188007e-193,1.8298836019981,0.472,0.116,4.43449228552302e-189,"ZNF667-AS1"
2.62990990757611e-193,-3.33065298079174,0.099,0.456,8.5301127852231e-189,"VAMP8"
4.96114404910671e-193,1.92009845883794,0.467,0.112,1.60914707232776e-188,"FKBP14"
5.97992304787074e-193,1.77106141943814,0.476,0.12,1.93958804057688e-188,"CKAP4"
7.55979711526886e-193,2.33517693580547,0.346,0.043,2.45202019433746e-188,"EDIL3"
2.16682486646907e-192,-1.42176437424336,0.776,0.846,7.02809645439242e-188,"HLA-A"
4.73533860889373e-192,1.44245946732464,0.566,0.17,1.53590707779468e-187,"C1orf21"
1.63366514893642e-191,2.29484726322411,0.399,0.073,5.29879291057526e-187,"CYP1B1"
4.51292315655408e-191,1.08871762048775,0.809,0.423,1.46376662582832e-186,"RRBP1"
7.80496204327695e-191,1.80966723427369,0.508,0.142,2.53153943873688e-186,"RNF24"
7.57253888233686e-190,2.39492128049279,0.545,0.172,2.45615298648596e-185,"CLU"
9.59406070555312e-190,1.26493390930983,0.66,0.245,3.11183358984615e-185,"S100A13"
1.56742548689873e-189,2.10986907464144,0.365,0.052,5.08394456675602e-185,"FLRT2"
7.39890060604107e-189,1.39865346259526,0.689,0.285,2.39983341156942e-184,"TSPAN3"
7.44798239821636e-189,2.30473762066201,0.384,0.067,2.41575309086148e-184,"RNF144A"
1.60859294050878e-187,1.19221256824928,0.672,0.237,5.21747120254022e-183,"NR2F2"
2.0003128580973e-187,1.77432351672195,0.486,0.129,6.4880147552386e-183,"NREP"
3.70528047904966e-187,1.55127437598423,0.54,0.161,1.20180772337976e-182,"MPZL1"
6.69036394749005e-187,2.1951817416662,0.438,0.097,2.1700195463684e-182,"BNC2"
1.0394846137525e-186,4.09219060000692,0.279,0.018,3.37156834470623e-182,"STEAP2"
1.35897466146671e-186,1.86919274937898,0.417,0.085,4.40783431446729e-182,"LEPREL4"
2.99641525844035e-186,2.91817538899687,0.329,0.04,9.71887289075128e-182,"RNF212"
4.00632544818653e-186,2.29331033117122,0.417,0.089,1.2994516591193e-181,"FARP1"
5.23042857681251e-186,0.950463298507271,0.872,0.502,1.69648950888914e-181,"PTMS"
1.42332953867448e-185,-1.63771998038993,0.961,0.941,4.61656935869068e-181,"TMSB4X"
7.63373966089653e-185,2.59938195293955,0.297,0.025,2.47600345901179e-180,"SIX1"
6.54620301309338e-183,-2.98678966794897,0.269,0.589,2.12326094729684e-178,"HLA-DPA1"
2.35363833025387e-182,2.27285875545222,0.464,0.122,7.63402592417842e-178,"COL14A1"
9.21655893849495e-182,1.9229515605469,0.44,0.105,2.98939089170084e-177,"FKBP7"
