"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"RGL2",1.49799549168944e-07,-0.851976372583252,0.182,0.31,0.0048587483772947
"ZBTB41",1.56743185449263e-07,-0.978984656497274,0.14,0.257,0.00508396522004685
"KDM1A",1.60447204240374e-07,-0.906598737158783,0.208,0.331,0.00520410506953653
"MBD3",1.66024166257868e-07,-1.01143049649638,0.173,0.294,0.00538499383257395
"TMEM208",1.68436239756872e-07,-0.381993158806434,0.405,0.55,0.00546322943651414
"PDGFC",1.72401329318337e-07,1.24189455241967,0.291,0.175,0.00559183711644025
"TM9SF4",1.72449231250587e-07,-0.972787254362988,0.187,0.317,0.00559339081561277
"MRPL51",1.72928746384059e-07,-0.460952686584531,0.48,0.613,0.00560894388896695
"DHX40",1.78697068996763e-07,-1.03277603228433,0.151,0.269,0.00579603943290999
"RRP1",1.81468346667603e-07,-1.01496249841086,0.151,0.271,0.00588592582416372
"MRPL32",1.83861252448768e-07,-0.825035850049882,0.27,0.406,0.0059635397231758
"CCZ1",1.88265846836958e-07,-0.991328202798482,0.168,0.29,0.00610640274215672
"CSAD",1.89371394274917e-07,-0.721398888922326,0.282,0.438,0.00614226117330694
"SRPK2",1.89523837946635e-07,-0.496633099462334,0.357,0.493,0.00614720568379909
"TGOLN2",1.89817911666099e-07,0.675226931649997,0.511,0.389,0.00615674396488991
"GSTM3",1.91853220375216e-07,-0.450666571697546,0.222,0.361,0.00622275920287012
"RBMX",1.92533463589532e-07,-0.585989097336963,0.475,0.597,0.00624482289152647
"MCFD2",1.94666181503584e-07,-0.583428743598122,0.277,0.409,0.00631399759706876
"SRSF10",1.95048254801907e-07,-0.556337347556729,0.426,0.551,0.00632639014449985
"GARS",1.95140569691868e-07,-0.804393929562029,0.219,0.342,0.00632938437795574
"HMGB1",2.0109243457706e-07,-0.471652295234922,0.769,0.857,0.00652243311550695
"FCHO2",2.1305125640896e-07,1.29370059530539,0.349,0.231,0.00691031750162461
"PCMT1",2.14182583786446e-07,0.835957452003724,0.427,0.321,0.00694701210511338
"FLOT1",2.14757159926824e-07,0.645701024190016,0.499,0.369,0.00696564848222655
"RPL3",2.1755926007604e-07,-0.243060947707223,0.722,0.86,0.00705653460056637
"ETFB",2.23652576923017e-07,-0.689967517569717,0.345,0.468,0.00725417133249805
"FRG1B",2.36537103403102e-07,-0.697064005160084,0.147,0.269,0.00767208094887962
"RIPK2",2.45761528573918e-07,0.911081378258561,0.303,0.186,0.00797127517929504
"EIF3A",2.53218313784799e-07,-0.392359746636629,0.478,0.613,0.00821313600760997
"CSNK1G3",2.61474472747385e-07,-0.515228196867645,0.256,0.394,0.00848092452356142
"AP2A2",2.6370005234104e-07,-0.622651913956006,0.285,0.425,0.00855311119768164
"TPM4",2.64054630070166e-07,-0.40002657964043,0.567,0.704,0.00856461192632584
"DOCK4",2.66663911630157e-07,2.02805857197976,0.287,0.173,0.00864924397372414
"MSRA",2.66707567179211e-07,1.13670680875087,0.254,0.142,0.00865065994145771
"ARPC1B",2.75815875005704e-07,0.62993232341645,0.692,0.658,0.00894608790581001
"R3HDM2",2.7765777260027e-07,-0.530185717816419,0.324,0.471,0.00900582985428977
"COPB1",2.83993555992633e-07,-0.717179429580518,0.331,0.461,0.00921133098862105
"DLC1",2.9519580550845e-07,0.29710619645383,0.403,0.66,0.00957467595166656
"BAZ1B",2.99705599717858e-07,-0.537158270656011,0.343,0.479,0.00972095112684873
"KTN1",3.10318206396649e-07,-0.436399621642143,0.559,0.676,0.0100651710244753
"PTMAP5",3.12628623110538e-07,1.27776597396061,0.271,0.162,0.0101401093905903
"UBL5",3.13445432222188e-07,-0.454865738963951,0.585,0.693,0.0101666025941267
"TOP2B",3.139350026865e-07,-0.560196661588655,0.335,0.471,0.0101824818121366
"ACSS3",3.18897911241829e-07,-0.444669021134255,0.17,0.306,0.0103434537511287
"TNRC6A",3.19870621240404e-07,-0.647442723872719,0.401,0.529,0.0103750035999325
"LTBP3",3.23070942715695e-07,-0.372356858132713,0.368,0.532,0.0104788060269836
"COA1",3.30246832478582e-07,-0.581315938839494,0.329,0.457,0.0107115560114428
"ETV6",3.36899443934394e-07,0.835245618011749,0.434,0.296,0.0109273334640121
"HINT1",3.41608336762225e-07,0.563889323771193,0.718,0.647,0.0110800664028828
"RPL9",3.4313631363439e-07,-0.258196096714583,0.69,0.835,0.0111296263327314
"RECK",3.45959795459413e-07,-0.74220882354595,0.142,0.26,0.0112212059657261
"HN1",3.46365632282595e-07,0.954299627720041,0.391,0.279,0.011234369283086
"GNB2",3.47397036514327e-07,-0.589186985532592,0.457,0.591,0.0112678228793422
"CCNH",3.48952570752067e-07,1.367734933282,0.338,0.228,0.0113182766323433
"AC007969.5",3.49848690097606e-07,0.284742254986086,0.398,0.228,0.0113473422633158
"NPEPPS",3.58316919302822e-07,-0.885613788410444,0.294,0.419,0.011622009277587
"C5orf42",3.5863194864276e-07,-0.538489782906156,0.208,0.339,0.0116322272542279
"DENR",3.66952293379987e-07,-0.770723434441361,0.291,0.419,0.0119020976357799
"TMED5",3.70337154674636e-07,1.34052040255527,0.306,0.203,0.0120118856118718
"FKBP5",3.71673640417175e-07,-0.726581523944384,0.289,0.413,0.0120552345269311
"ITGB5",3.79032604872431e-07,-0.448943017351604,0.144,0.266,0.0122939225390373
"PMS1",3.95875156857983e-07,-0.706959038049108,0.151,0.272,0.0128402107126887
"RPL12P4",3.96138748090101e-07,1.14833242438283,0.284,0.164,0.0128487602943024
"SDF2L1",3.97666866428837e-07,1.26478395200276,0.354,0.244,0.0128983248126193
"ARF4",4.00499580119488e-07,-0.493598163472785,0.562,0.652,0.0129902038811756
"ZC3H15",4.02405417625871e-07,-0.51207139006013,0.419,0.548,0.0130520197206951
"MANBA",4.04510605782791e-07,1.28043420611457,0.266,0.159,0.0131203014985648
"ITGB8",4.04590096986099e-07,2.51224917965823,0.329,0.254,0.0131228797957441
"GSTO1",4.12553141533088e-07,0.735305560715729,0.51,0.391,0.0133811611456257
"UPF1",4.16017034804265e-07,-0.594350577539108,0.149,0.268,0.0134935125238763
"BAG6",4.17243900982963e-07,-0.459590847405679,0.25,0.387,0.0135333059283824
"SRP14",4.20165544645039e-07,0.404144598951821,0.827,0.803,0.0136280694405618
"SMARCAD1",4.21874308941912e-07,-0.956773487150225,0.154,0.276,0.0136834932105309
"PABPC1",4.32678092284636e-07,0.704303861578411,0.737,0.721,0.0140339139232522
"KLHL5",4.36207967490871e-07,1.22806075823601,0.326,0.214,0.0141484054255664
"CAPZB",4.53036227561684e-07,0.603886316790304,0.667,0.594,0.0146942300409632
"STARD13",4.6977887361266e-07,1.80539378822248,0.424,0.34,0.0152372777656266
"EXT1",4.73841397066347e-07,-1.2725431795845,0.28,0.387,0.015369045713847
"MED13",4.90715766971148e-07,-0.619484739407217,0.354,0.494,0.0159163659017092
"PLIN3",5.03102191146627e-07,-0.715600786134667,0.28,0.414,0.0163181195698409
"BET1",5.03701438547188e-07,-0.960806151815197,0.196,0.317,0.016337556159278
"RGL1",5.17914543551055e-07,-0.686017307400834,0.282,0.416,0.0167985582200785
"MGST2",5.17980401329716e-07,1.02313277279346,0.319,0.2,0.0168006943171293
"BRWD1",5.31119911404171e-07,-0.788423857543389,0.32,0.435,0.0172268743263943
"NAA10",5.38228812591622e-07,-0.756548735710955,0.154,0.272,0.0174574515364093
"WDR43",5.40608051297551e-07,-0.633315136320608,0.235,0.361,0.0175346221438361
"FAM168B",5.42207902564314e-07,-0.721477967595588,0.224,0.357,0.0175865133196735
"FCHSD2",5.44401151708059e-07,1.59182490900648,0.285,0.176,0.0176576513556509
"RPL34",5.62845693479574e-07,-0.170162538504409,0.799,0.909,0.01825590006801
"HSBP1",5.64227970461948e-07,-0.363220267149645,0.55,0.68,0.0183007342219333
"EPM2AIP1",5.68866624288705e-07,-0.521183241333457,0.231,0.365,0.0184511889588041
"ZNF141",5.70716581750038e-07,-0.880557499449467,0.142,0.258,0.0185111923290625
"CDKN1A",5.81137132485844e-07,0.960989364668488,0.424,0.306,0.0188491828921783
"TOB1",5.84705603735922e-07,1.34936873387723,0.327,0.22,0.0189649262571746
"CHID1",5.86277905908377e-07,-0.563563516233745,0.266,0.394,0.0190159238781382
"RAB9A",6.0387385558243e-07,0.951685884004989,0.296,0.183,0.0195866485058161
"ZC3H8",6.37421987198288e-07,-0.513273767807379,0.168,0.291,0.0206747821547765
"TSC22D4",6.42468673793646e-07,-0.602371325137488,0.238,0.37,0.0208384714344969
"SHMT2",6.44313099913424e-07,-0.6798741440965,0.173,0.298,0.0208982953956919
"ATP6V1B2",6.47224319405551e-07,1.20082227696789,0.324,0.213,0.020992720799919
"P2RX4",6.56743422411945e-07,1.23296967950481,0.252,0.143,0.0213014729059314
"SLC1A3",6.608015890212e-07,-0.292106242503461,0.184,0.324,0.0214330995399026
"WBSCR22",6.61483761721061e-07,-0.542435828503042,0.335,0.455,0.0214552258114226
"NELFCD",6.70348769311102e-07,-0.907150995500455,0.205,0.324,0.0217427623326056
"ADH5",6.79505770184816e-07,-0.561672065711315,0.329,0.45,0.0220397696559445
"IMP3",6.83900330357322e-07,-0.583228587195301,0.396,0.526,0.0221823072151398
"GRSF1",6.93734558083433e-07,-0.567731280664288,0.198,0.329,0.0225012803914361
"GIT2",7.01975859340591e-07,1.09777287967221,0.268,0.159,0.0227685869977121
"PSMC5",7.03416949318931e-07,-0.539810326593907,0.35,0.474,0.0228153287511595
"ATG3",7.06705125741713e-07,1.22659106356224,0.301,0.192,0.0229219807534325
"TJP1",7.21621688392714e-07,-0.676554214543483,0.25,0.384,0.0234057994630177
"SEC11C",7.21651521272357e-07,1.57184809391393,0.357,0.236,0.0234067670924689
"RPL31",7.26141982543117e-07,-0.260169869044576,0.48,0.633,0.023552415203786
"PDAP1",7.26878360183228e-07,-0.485188176555826,0.413,0.557,0.023576299612543
"CHN1",7.33311040244056e-07,-1.19694241738427,0.256,0.362,0.023784943590316
"MRPL55",7.3742791036527e-07,-0.675707659397763,0.315,0.436,0.0239184742726975
"DNAJC8",7.65950569653656e-07,-0.539241213896989,0.384,0.512,0.0248436067267163
"MTPN",7.73776997903999e-07,-0.507593028072275,0.441,0.575,0.0250974569270162
"MXD1",7.78384111338513e-07,1.68358731554375,0.284,0.183,0.0252468886512647
"PPP3CA",7.78694941871688e-07,-0.560361767909279,0.366,0.49,0.0252569704396082
"ASCC3",7.85178432270408e-07,-0.755873320866855,0.349,0.465,0.0254672624506907
"PRPF39",7.92841105658205e-07,-0.836549986959083,0.149,0.266,0.0257158012620239
"RPSA",8.03036973059841e-07,-0.214226067611193,0.785,0.839,0.026046504221196
"SETD2",8.0444129455711e-07,-0.386640132613104,0.377,0.517,0.0260920533889599
"RPS4X",8.08025208965848e-07,-0.257157101731169,0.907,0.917,0.0262082976528073
"CARD8",8.14864885423999e-07,1.47093647552811,0.259,0.161,0.0264301425587274
"RPL37",8.2190087679521e-07,-0.107023231140475,0.776,0.918,0.0266583549388526
"THBS1",8.32952344774709e-07,-0.922110127014756,0.236,0.356,0.0270168093027677
"ZNF148",8.4475101330593e-07,-0.631024346496041,0.247,0.372,0.0273994991165778
"LACTB",8.54329682723965e-07,0.918571459725158,0.287,0.175,0.0277101832591518
"PAM",8.68943411754734e-07,-0.56383070844559,0.322,0.457,0.0281841795602648
"FMR1",8.77537881253789e-07,-0.790790745732937,0.205,0.321,0.0284629411784666
"ZNF83",9.2286952140924e-07,-0.720466945637459,0.245,0.37,0.0299332729269087
"OAF",9.30183975041604e-07,-0.659552032609073,0.257,0.386,0.0301705172304744
"ST5",9.3025125724339e-07,-0.569223284692385,0.226,0.354,0.0301726995286893
"HIBCH",9.33959081549845e-07,-0.848843244678501,0.292,0.409,0.0302929628100692
"OGFOD3",9.37692463005399e-07,-1.10348091979567,0.151,0.261,0.0304140550375801
"P4HA2",9.44186064730148e-07,-1.01871175007904,0.198,0.32,0.0306246750095224
"TANK",9.58911079000603e-07,1.42197833901067,0.462,0.361,0.0311022808473846
"TFG",9.68498522259699e-07,-0.494506439672479,0.359,0.49,0.0314132495694933
"RHOA",9.7097339329361e-07,0.496627271628724,0.72,0.718,0.0314935220114783
"CCDC14",9.82630393676673e-07,-0.529655108265186,0.222,0.348,0.0318716168189029
"FAM160B1",9.886340424049e-07,-0.808704486327543,0.152,0.269,0.0320663451654029
"LONP2",1.00002080278394e-06,-0.344658536153557,0.306,0.441,0.0324356747382972
"MZT2A",1.01181588632063e-06,-0.399788149226691,0.347,0.488,0.0328182482728097
"NF1",1.02789995018056e-06,1.05493342837314,0.277,0.165,0.0333399348841064
"ANKRD26",1.04971691538844e-06,-0.541810302187962,0.207,0.329,0.034047568150624
"COPS6",1.05618252865537e-06,-0.400002463334211,0.464,0.586,0.0342572803169368
"MATR3",1.05692633038132e-06,-0.332962203604623,0.592,0.717,0.034281405525918
"LRRFIP1",1.06213071920212e-06,0.713596353488331,0.606,0.483,0.0344502098773209
"ZNF358",1.07985058033183e-06,-0.922205391157909,0.152,0.265,0.0350249535730629
"STX18",1.08217086909842e-06,-0.977964696677449,0.205,0.317,0.0351002121392073
"NDUFB8.1",1.08915695196232e-06,-0.569465849289842,0.277,0.414,0.0353268057368979
"KIF16B",1.10258651410296e-06,1.31152427722191,0.277,0.175,0.0357623935849294
"SLK",1.1105812518701e-06,-0.729069962719858,0.266,0.395,0.0360217029044068
"PFDN2",1.12268861369139e-06,-0.364644168467232,0.51,0.636,0.0364144051850803
"UBE2D2",1.13457046533139e-06,0.703585280065168,0.564,0.468,0.0367997930430237
"SNX29",1.1481723010838e-06,1.26521049928839,0.345,0.236,0.0372409685856532
"CUX1",1.14916161464533e-06,-0.425657229571687,0.382,0.498,0.0372730569710212
"NME7",1.15068223939913e-06,-0.788334324095829,0.205,0.321,0.0373223784349107
"ZNF207",1.15143417842835e-06,-0.554236472083419,0.455,0.576,0.0373467675773234
"DCAF5",1.16484379379194e-06,-0.703982512604943,0.205,0.329,0.0377817084516415
"JAM3",1.19401023495906e-06,-0.513097653798458,0.229,0.365,0.0387277219708972
"NKIRAS2",1.21104217079079e-06,-1.03676022264052,0.165,0.279,0.0392801528095991
"ATP6AP2",1.2254295201613e-06,0.738972182081201,0.571,0.488,0.0397468064864317
"SPAG16",1.26404615348582e-06,-0.700854263321426,0.172,0.29,0.0409993369883127
"UBXN6",1.31117133618591e-06,-0.726210380250147,0.233,0.357,0.04252784228919
"ERP29",1.31241339011104e-06,0.534988139639374,0.599,0.491,0.0425681283082515
"RPS11",1.32249385999757e-06,-0.213524385640131,0.806,0.879,0.0428950883490212
"SNTB2",1.43523872108598e-06,-0.843501795450999,0.151,0.261,0.0465519679184237
"MTA3",1.45430515462223e-06,-0.576749009593444,0.196,0.315,0.0471703876901719
"RP11-367G18.2",1.45711248702863e-06,0.920856562542228,0.317,0.191,0.0472614435167736
"RTN4",1.48773655448421e-06,0.583691784242874,0.667,0.553,0.0482547351446953
"MICU3",1.5183947084076e-06,-0.970608885120642,0.156,0.266,0.0492491323672005
"SDF4",1.57495439242169e-06,-0.631688492444191,0.363,0.49,0.0510836457181974
"RPL35P5",1.62522916280028e-06,1.04955165846628,0.308,0.197,0.0527143078954271
"PSMD3",1.64396279450102e-06,-0.748254588680798,0.292,0.409,0.0533219332396406
"GNG12",1.67809334092364e-06,-0.44512990264038,0.28,0.427,0.0544289575128582
"KIN",1.69797073060489e-06,-0.893190589534971,0.193,0.299,0.0550736806471697
"CHD3",1.74275661288799e-06,-0.708935947606847,0.187,0.299,0.056526310739022
"PIGC",1.77570701832797e-06,-0.585671169041302,0.198,0.313,0.0575950571394678
"KMT2E",1.78873691767068e-06,-0.293589128317773,0.601,0.729,0.0580176819246486
"OAT",1.80506749693175e-06,-0.468192205543535,0.261,0.386,0.0585473642629814
"HECTD1",1.81746526575638e-06,-0.406420929704027,0.343,0.472,0.0589494858948081
"DKK3",1.87935034253763e-06,-0.687563011295035,0.189,0.312,0.0609567283602079
"FBXO22",1.90835503013413e-06,-0.898659344627434,0.152,0.263,0.0618974954024004
"KDM5A",1.96595562969387e-06,-0.541847155928178,0.354,0.485,0.0637657708491208
"SPIN1",2.01219084346511e-06,-0.783130101215618,0.268,0.392,0.0652654100077907
"TRRAP",2.02083733819428e-06,-0.717518561528864,0.166,0.279,0.0655458590643313
"ZNF292",2.04208830590529e-06,-0.569824189832532,0.441,0.543,0.066235134202038
"SPAG9",2.04652724395597e-06,-0.369446039782814,0.524,0.65,0.066379111157712
"ZNF326",2.10289282122315e-06,-0.649420803236773,0.291,0.409,0.0682073286563729
"ZCRB1",2.12815658405037e-06,-0.787946140447865,0.264,0.375,0.0690267588036738
"DNAJC2",2.14020863156074e-06,-0.405640803773959,0.256,0.386,0.0694176669646725
"C9orf89",2.22454704432131e-06,1.2119148671589,0.257,0.159,0.0721531833825617
"CCNL1",2.23910846974548e-06,0.73837826201664,0.608,0.504,0.0726254832161946
"FOXN3",2.25300443845652e-06,-0.456653872836939,0.433,0.55,0.0730761989613372
"DAAM2",2.25725235675726e-06,-0.5657845971164,0.165,0.282,0.0732139801914218
"UQCRC1",2.30459308117997e-06,-0.663436124189456,0.205,0.321,0.0747494765880723
"PIP5K1A",2.31043011492761e-06,-0.887277406238889,0.205,0.317,0.074938800777677
"RNF11",2.31170877982989e-06,-0.330961662313193,0.205,0.331,0.0749802742737824
"CYB5R1",2.32109209171315e-06,0.983571724426759,0.271,0.164,0.0752846219947159
"PARK7",2.32879174824113e-06,-0.195883535775766,0.671,0.753,0.0755343603542011
"SYNE1",2.43901166091454e-06,-0.76902356515616,0.391,0.496,0.0791093432217631
"RNF149",2.44804126574577e-06,0.72789065420928,0.359,0.246,0.0794022184544639
"DLD",2.45617776566017e-06,-0.887045014142318,0.175,0.285,0.0796661258291877
"TCEA1",2.46100075848158e-06,-0.367790251398135,0.42,0.55,0.0798225596013499
"SSBP3",2.47181805234708e-06,-0.631117801137697,0.275,0.403,0.0801734185278774
"RPN1",2.47812985175749e-06,-0.804819559392575,0.294,0.409,0.0803781417417541
"ADD3",2.48676150043105e-06,-0.753692999248674,0.343,0.463,0.0806581092664811
"RAB5C",2.5189595728637e-06,-0.464205314741216,0.231,0.353,0.081702453745834
"SORBS3",2.53239874930727e-06,-0.640359693144741,0.193,0.307,0.0821383534337814
"RPL7P9",2.58613317834284e-06,1.03901811555538,0.287,0.178,0.0838812296395499
"TMED1",2.62432409931414e-06,-0.79427190631063,0.221,0.335,0.0851199521612541
"TLE1",2.626953457536e-06,-0.873216295565115,0.184,0.296,0.0852052353951803
"DYNC2LI1",2.65459920843926e-06,-0.780005325754333,0.165,0.274,0.0861019253257275
"CYR61",2.66157264146964e-06,-0.157540238425575,0.257,0.398,0.0863281086260677
"SNX1",2.66331006885037e-06,-0.607048066116066,0.31,0.42,0.0863844620831619
"MED23",2.73348207037958e-06,-0.770176419920156,0.145,0.255,0.0886604909527615
"COX6A1",2.74751713401062e-06,-0.550837619095859,0.268,0.383,0.0891157182416344
"NPRL3",2.76884789556849e-06,-0.788086747228266,0.2,0.313,0.0898075814927638
"YIPF4",2.7880230411995e-06,-0.649647417272662,0.301,0.425,0.0904295273413058
"RNF38",2.79151407455877e-06,1.36817511674573,0.292,0.189,0.0905427590083138
"GNG2",2.89028635497065e-06,1.17280743884854,0.419,0.32,0.093746437923473
"RPS20",2.90207662694549e-06,-0.242665859628299,0.464,0.598,0.094128855394977
"VASP",2.94442241993238e-06,0.833536828851158,0.278,0.17,0.0955023411905069
"C16orf58",2.95857025376291e-06,-1.04006901870809,0.147,0.25,0.0959612261807998
"STK17B",2.96865945681446e-06,1.71786612815191,0.292,0.203,0.0962884694817769
"SMAD4",2.98372307215104e-06,-0.895571758218183,0.177,0.287,0.096777057845219
"ERI3",2.99229285137932e-06,-0.734888288820496,0.254,0.375,0.0970550186344882
"CSNK2A1",3.00936973393922e-06,-0.672497103568397,0.299,0.417,0.0976089073203185
"SAV1",3.01631332850379e-06,-0.59292628504019,0.201,0.32,0.0978341228100204
"GPNMB",3.05117803427279e-06,1.73037710933724,0.327,0.219,0.0989649595416379
"PAXBP1",3.09769246149934e-06,-0.742028970565779,0.296,0.411,0.100473654988731
"PPP1R18",3.10847561050968e-06,1.11274169469326,0.317,0.217,0.100823406426882
"USMG5",3.11922467058105e-06,-0.364676317883266,0.431,0.554,0.101172052190296
"NEDD4",3.13155740202649e-06,-1.00179786765882,0.156,0.265,0.101572064334729
"SGMS1",3.14677067003139e-06,1.3300918016247,0.287,0.189,0.102065506682468
"MGA",3.16753115081226e-06,-0.860042221456681,0.201,0.309,0.102738872876596
"BFAR",3.19728234361646e-06,-0.602201336141684,0.238,0.354,0.1037038528152
"CHD1",3.26439532723743e-06,0.723433833847094,0.476,0.375,0.105880662438946
"PGM2L1",3.27449954491776e-06,1.20806158324746,0.301,0.195,0.106208392739408
"NASP",3.28382144659372e-06,-0.458638187883334,0.401,0.52,0.106510748620267
"VAPA",3.31132395839041e-06,0.535926266073693,0.651,0.613,0.107402792590393
"ZMYM4",3.32723292908731e-06,-0.674632056878565,0.298,0.413,0.107918800054947
"HIPK2",3.43385387154258e-06,-0.65421876244079,0.182,0.298,0.111377050323484
"GLIPR1",3.44210792254354e-06,1.43310279449054,0.263,0.167,0.1116447704677
"BRD3",3.46055603051418e-06,-0.93197943993492,0.154,0.261,0.112243134849728
"PTP4A2",3.47020283470044e-06,-0.493811477631898,0.336,0.474,0.112556028943509
"AHCYL1",3.63352723365567e-06,-0.601757799909294,0.296,0.424,0.117853455823622
"SKAP2",3.63575116406348e-06,-0.501330153186903,0.389,0.504,0.117925589006399
"COPA",3.64144649064836e-06,-0.455168595476923,0.457,0.583,0.11811031692418
"STAT2",3.72745820398363e-06,-0.671548174742112,0.235,0.359,0.120900106846209
"TTC21B",3.75249115411996e-06,-0.364537700977725,0.224,0.345,0.121712050583881
"ZNF830",3.80460653741527e-06,-0.80643634203712,0.187,0.298,0.123402413041064
"TMBIM4.1",3.83789928409056e-06,-0.465611635192701,0.278,0.419,0.124482263279477
"ZNF331",3.89728771976551e-06,2.33222555479068,0.32,0.235,0.126408527190594
"KLF13",3.90800997978742e-06,1.40274176925,0.27,0.172,0.126756303694405
"CAND1",3.94070652270566e-06,-0.546454877061439,0.338,0.457,0.127816816063958
"CALM3",3.98416743218454e-06,-0.487918225426432,0.455,0.575,0.129226470662906
"ADAR",4.00409423933088e-06,-0.435321616718917,0.412,0.521,0.129872796652697
"RPL18A",4.1120501649595e-06,-0.166036609131785,0.741,0.874,0.133374347100461
"COL8A1",4.11669265481978e-06,1.86420295252878,0.308,0.238,0.133524926259079
"CLIC4",4.14893680416334e-06,0.974389128285396,0.473,0.403,0.134570765243038
"CALCOCO1",4.29806137008244e-06,-0.609023925231965,0.159,0.268,0.139407620538624
"CCNT2",4.39387632325071e-06,-0.455817350676203,0.236,0.35,0.142515378544637
"MED6",4.4370527010053e-06,-0.673836281342305,0.203,0.315,0.143915804357107
"ARL5B",4.47082112694398e-06,-0.65731786919775,0.182,0.298,0.145011083252428
"SEZ6L2",4.47759961084142e-06,-0.598808339537478,0.166,0.282,0.145230943377641
"MAP3K3",4.47839562032909e-06,1.1712282272731,0.261,0.162,0.145256761945374
"GULP1",4.58081053104708e-06,-0.586004771937006,0.271,0.402,0.148578589574512
"TARSL2",4.61333896145262e-06,1.33568232784571,0.271,0.178,0.149633649214716
"ETS2",4.63834831195946e-06,1.28545063602354,0.31,0.222,0.150444827498405
"REEP5",4.73567008760493e-06,0.527828422609964,0.559,0.463,0.153601459291466
"SULF2",4.73994048562177e-06,-0.729194513031687,0.173,0.279,0.153739969651142
"RAC1P2",4.83247197086297e-06,0.733665075790469,0.261,0.159,0.15674122837494
"PLOD3",4.92033674900116e-06,-0.617479895956985,0.298,0.431,0.159591122453853
"CHD8",4.92675345550933e-06,-0.745317818622204,0.187,0.299,0.159799248329445
"CDC5L",4.99393938454175e-06,-0.657184739044347,0.278,0.397,0.161978423937612
"NOP10",5.03413448499556e-06,0.623973349344848,0.497,0.389,0.163282152020831
"PRMT2",5.08992302184141e-06,0.759525902737432,0.541,0.46,0.165091653213426
"LPGAT1",5.09978624082266e-06,-0.614977746738659,0.282,0.405,0.165411566721083
"STX4",5.21618797764221e-06,1.27678083229516,0.287,0.187,0.169187057054825
"IFT20",5.23436770434062e-06,-0.571092868870616,0.28,0.394,0.169776716490288
"TAB2",5.25465513635962e-06,1.17903337836469,0.375,0.28,0.170434739347824
"TRIM4",5.37017037146062e-06,-0.859140525023148,0.173,0.283,0.174181475998325
"CELF2",5.40300404040651e-06,0.280773866865975,0.541,0.403,0.175246436050585
"ADD1",5.42315006241908e-06,-0.274348783150347,0.401,0.532,0.175899872274563
"FDX1",5.42746160469402e-06,0.772798286921378,0.338,0.225,0.176039717148251
"PPIL4",5.44772186145712e-06,-0.425764752607836,0.391,0.512,0.176696858576362
"TNFRSF1A",5.4905274039393e-06,-0.490988475628356,0.394,0.515,0.178085256346771
"CORO1C",5.69687721167665e-06,1.33740208439245,0.287,0.194,0.184778212360732
"PTMA",5.72227710990788e-06,0.350559383207956,0.928,0.939,0.185602058059862
"DOCK1",5.7499972799884e-06,-0.32334216041745,0.331,0.474,0.186501161776424
"RHEB",5.76385974424511e-06,-0.420479241016404,0.525,0.63,0.18695079080459
"NFIC",5.77448576259771e-06,-0.540625214187037,0.401,0.518,0.187295445709857
"TRIP11",5.7994457668587e-06,-0.46458543538526,0.31,0.443,0.188105023448062
"C11orf58",5.81516657752921e-06,-0.376526760172757,0.616,0.74,0.18861492794216
"DKC1",5.8978236315455e-06,-0.791525619153052,0.182,0.288,0.191295909489178
"EIF2B3",6.00241316524278e-06,-0.712538244683649,0.166,0.271,0.194688271014649
"RHOT2",6.01352626150511e-06,-0.791973753131429,0.182,0.287,0.195048724291918
"KIAA1430",6.05018419855622e-06,-0.388622526096527,0.303,0.435,0.196237724480171
"UBE2L3",6.0598679475749e-06,0.677496856688351,0.475,0.376,0.196551816879592
"EML4",6.18643280560833e-06,-1.03369030454454,0.35,0.443,0.200656948049906
"TKT",6.27181308992865e-06,0.991032738481755,0.436,0.356,0.203426257571836
"ZBTB38",6.29363189846989e-06,1.10051705099886,0.357,0.276,0.204133950626871
"TP53BP1",6.35519773252484e-06,-0.877673382304216,0.221,0.324,0.206130838454443
"FOSL2",6.56811985329638e-06,1.31379020464174,0.278,0.187,0.213036967441668
"ADRBK1",6.63586577173017e-06,1.53125720650796,0.263,0.17,0.215234306306068
"MED28",6.70372727082091e-06,-0.641451637867786,0.247,0.357,0.217435394029076
"BCAP29",6.78699080245645e-06,-0.514630115927076,0.322,0.441,0.220136046677675
"CSNK1E",6.87045050510212e-06,-0.501378997536963,0.327,0.458,0.222843062132987
"YWHAQ",6.88787712606052e-06,-0.389033079178714,0.545,0.668,0.223408294583773
"TRAM2",6.97052331232867e-06,-1.10599444704367,0.165,0.263,0.22608892363538
"EIF4E",7.04946262889956e-06,1.23476324658881,0.343,0.246,0.228649320368357
"INPP1",7.08220886103195e-06,-0.655927056387141,0.243,0.35,0.229711444407571
"DESI2",7.0936083873213e-06,-0.440244792300604,0.233,0.353,0.230081188042767
"PLXDC2",7.20508777409396e-06,0.154246108141316,0.459,0.595,0.233697021952738
"CIZ1",7.2495775433575e-06,-0.550424971607449,0.179,0.287,0.235140047618801
"MAFB",7.28343056127629e-06,2.21493882539899,0.31,0.235,0.236238070254997
"RPL14P1",7.31418395019086e-06,0.862784141215635,0.298,0.184,0.23723555642444
"ANKRD36",7.35232446544076e-06,-0.360534521944315,0.256,0.376,0.238472644036571
"SLC44A1",7.37770211556636e-06,-0.802442154784852,0.238,0.346,0.239295768118395
