"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"PBX1",2.63547916079413e-34,-1.75377089344147,0.172,0.483,8.54817665803577e-30
"C1QA",2.75091193712566e-34,4.40283318744666,0.335,0.069,8.92258286806708e-30
"MSR1",3.42193116088789e-34,4.93759422080883,0.273,0.03,1.10990337203399e-29
"ISG20",4.0026031485736e-34,4.42339221809649,0.299,0.044,1.29824433123985e-29
"PI16",5.46176932374491e-34,-5.45563200381702,0.018,0.265,1.77152488015666e-29
"CNTN5",6.10686913833878e-34,-5.00084712368394,0.023,0.274,1.98076300502018e-29
"RNASE6",8.17285473687451e-34,4.27799948864574,0.254,0.019,2.65086543390525e-29
"ZIC1",8.45409554803745e-34,-3.09977873180192,0.025,0.282,2.74208589100595e-29
"FARP1",8.64977248607974e-34,-2.48957242930902,0.103,0.405,2.80555370585996e-29
"SAT1",1.42570649480532e-33,2.64302684411112,0.739,0.575,4.62427901590105e-29
"TPBG",1.45340624778739e-33,-3.01755352886427,0.058,0.334,4.71412316469839e-29
"PTRF",1.61355671753146e-33,-1.14583992247646,0.333,0.683,5.23357121331328e-29
"CD83",1.75213919064873e-33,5.50910502966062,0.31,0.055,5.68306346486917e-29
"KAZALD1",1.93632406101732e-33,-3.06179619682446,0.042,0.307,6.28046709190967e-29
"GOLM1",2.90130430035968e-33,-2.5046393259283,0.077,0.369,9.41038049821661e-29
"BARX1",2.92194538135307e-33,-2.49509467193629,0.042,0.315,9.47732984441868e-29
"RASSF4",4.65219230421187e-33,3.62303864943823,0.287,0.039,1.50893857387112e-28
"HMGN2",5.59589887389482e-33,-1.30457761652658,0.559,0.787,1.81502979974779e-28
"LEPREL4",5.65936475509098e-33,-2.84992959667157,0.098,0.383,1.83561495831376e-28
"ITGA6",5.7887932588493e-33,3.04386915529162,0.354,0.083,1.87759509350777e-28
"MEF2C",6.17872580226788e-33,1.97376429900399,0.555,0.265,2.00406971396559e-28
"KIAA1217",6.41507410556743e-33,-1.9057087177894,0.103,0.4,2.0807292861408e-28
"TNFRSF1B",6.48191663111911e-33,3.65425245514795,0.291,0.043,2.10240965930348e-28
"UCP2",6.57411580003212e-33,4.32577892792714,0.25,0.02,2.13231445974042e-28
"DNAJB1",6.92673905648037e-33,2.66548203439815,0.636,0.381,2.24668781296941e-28
"IGF2BP1",7.31266921499158e-33,-3.57650269767978,0.03,0.285,2.37186425988252e-28
"GPR183",7.79721647562914e-33,4.93993074841888,0.263,0.028,2.52902716387031e-28
"MT-ND3",7.99851080540911e-33,-1.11315957228672,0.497,0.715,2.59431697973444e-28
"CPED1",8.11599263420338e-33,-2.07483891109119,0.175,0.479,2.63242221090387e-28
"IGFBP5",9.03662826709306e-33,0.107962697553763,0.326,0.709,2.93103037843163e-28
"CD248",9.5568271022642e-33,-4.31723606310867,0.019,0.263,3.09975687061939e-28
"FKBP9",1.83767057363034e-32,-3.09032204960245,0.06,0.328,5.96048450557e-28
"ZNF667-AS1",2.36778142909285e-32,-1.83961552352178,0.166,0.472,7.67989906526265e-28
"S100A4",2.61554041752442e-32,2.06144982264428,0.648,0.417,8.48350534424046e-28
"MAGED1",2.731170779065e-32,-1.75178003601715,0.224,0.539,8.85855242189734e-28
"ALOX5AP",3.18411741495567e-32,4.89888431162132,0.254,0.025,1.03276848354087e-27
"SERPINH1",3.20139823200684e-32,-1.1949106371389,0.303,0.617,1.03837351655142e-27
"C10orf54",3.23148989076299e-32,3.33298539395112,0.363,0.096,1.04813374606898e-27
"RCN2",3.3072810849717e-32,-1.33475394205958,0.385,0.685,1.07271661991057e-27
"PTGFRN",3.35655055761354e-32,-2.77577730053778,0.074,0.351,1.08869717336195e-27
"ZEB2",3.80168023400011e-32,2.08901679503369,0.58,0.32,1.23307498389794e-27
"GPX1",4.18777857291036e-32,2.01778649420675,0.732,0.591,1.35830598012348e-27
"CLIC1",4.23613563411756e-32,1.18681391689029,0.755,0.611,1.37399059292603e-27
"EPS8",6.70100714854819e-32,-1.73034755669743,0.312,0.597,2.1734716686316e-27
"MUM1",6.76484633122425e-32,-1.73227405673843,0.219,0.526,2.19417790753259e-27
"LGI4",8.21230738154422e-32,4.24347008027895,0.292,0.05,2.66366189920387e-27
"RPS2",8.30114387851767e-32,-0.818149822189509,0.867,0.948,2.69247601699721e-27
"CCDC8",1.12272559337371e-31,-2.61553091534623,0.063,0.331,3.64156046210764e-27
"STK17A",1.2537586196084e-31,2.5856120023063,0.445,0.169,4.06656608269985e-27
"GPR125",1.34370421738342e-31,-3.64892839218032,0.032,0.279,4.35830462908314e-27
"GBP2",1.40721079583046e-31,3.62981426085987,0.324,0.069,4.56428821627611e-27
"ZDBF2",1.94244994313024e-31,-2.82662845835625,0.095,0.369,6.30033639054293e-27
"COL12A1",2.08562362274787e-31,-0.992342953613564,0.296,0.668,6.76472022038273e-27
"IER2",2.17950714501657e-31,2.10642013811949,0.692,0.452,7.06923142486126e-27
"COL13A1",2.49801827078914e-31,-3.4407366745164,0.047,0.301,8.10232226130458e-27
"ROBO1",2.82168791260419e-31,-2.43951144899681,0.067,0.334,9.15214474453168e-27
"C1QTNF4",3.0722562765814e-31,-2.69159037490759,0.054,0.317,9.96486323309178e-27
"SEMA6D",3.19090292842813e-31,-2.33741822492903,0.121,0.414,1.03496936483566e-26
"RGS10",4.35020298570272e-31,2.67740795728972,0.45,0.178,1.41098833841268e-26
"TYMP",5.90941093816759e-31,3.30908991594996,0.373,0.107,1.91671743779466e-26
"GATM",6.10353857326964e-31,3.46976668041335,0.287,0.047,1.97968273624001e-26
"MT-ND4L",6.81075489999838e-31,-1.14708552194207,0.468,0.707,2.20906835181447e-26
"ABCA6",8.28402974388645e-31,-2.61340560872691,0.128,0.413,2.68692504742957e-26
"UNC93B1",1.08431972280851e-30,3.27077488843831,0.305,0.058,3.5169910209294e-26
"VAMP5",1.53539583288402e-30,2.00532251459299,0.497,0.219,4.98005638395932e-26
"MYO1B",1.84538897503409e-30,-1.80869999018432,0.084,0.365,5.98551914052307e-26
"S100B",1.85107216197059e-30,3.31566435446739,0.38,0.12,6.00395255735159e-26
"TMED3",1.99660746740692e-30,-1.71446988407061,0.27,0.543,6.47599632053435e-26
"FHL2",2.07900114866098e-30,-2.17488228869439,0.11,0.386,6.74324022568189e-26
"ETV1",2.37234152775624e-30,-1.63857377291756,0.187,0.487,7.69468974527735e-26
"S100A11",3.3341249150711e-30,1.0256897477754,0.853,0.772,1.08142341620331e-25
"IL17RD",3.37453612929252e-30,-3.81162314258297,0.032,0.269,1.09453079353603e-25
"C1orf162",3.61239738484997e-30,4.31238140583726,0.254,0.031,1.17168109177609e-25
"HDDC2",4.17864468418621e-30,-1.55939996610326,0.194,0.494,1.3553434033158e-25
"PLA2G16",4.21574544509122e-30,1.64736357071003,0.454,0.167,1.36737703511534e-25
"JUND",4.7134918643282e-30,1.08625283760683,0.876,0.847,1.52882108619485e-25
"DUT",5.08022860411775e-30,-1.44377476234443,0.422,0.688,1.64777214774559e-25
"CNN3",6.13626348875129e-30,-0.92334578981516,0.42,0.773,1.99029706257648e-25
"SNHG18",6.84513883852423e-30,-2.69545365766268,0.037,0.279,2.22022078227534e-25
"PCGF2",7.13310417860543e-30,-2.17296048371635,0.13,0.409,2.31362234033067e-25
"TUSC3",7.24861198082966e-30,-1.70992863847741,0.2,0.507,2.3510872959821e-25
"FBXO17",8.22051250157542e-30,-3.59827753981695,0.047,0.291,2.66632322988599e-25
"SRRM2",8.99101164343246e-30,-0.856871004779072,0.709,0.885,2.91623462654732e-25
"S100A13",1.07073282965452e-29,-1.41415543386371,0.277,0.586,3.47292193298444e-25
"OAZ1",1.13920383277762e-29,1.01173234598951,0.867,0.789,3.69500763161421e-25
"CTSZ",1.15145113175127e-29,1.85501066265183,0.622,0.372,3.73473174583523e-25
"NID1",1.3070269155941e-29,-1.54692984844338,0.254,0.559,4.23934180072946e-25
"MT2A",1.30734531926407e-29,1.14032818690337,0.553,0.271,4.24037454303301e-25
"ITPRIPL2",1.38878052579968e-29,-2.95536049933369,0.065,0.317,4.50450963543126e-25
"HBEGF",1.47066530819463e-29,2.96424935231051,0.28,0.047,4.77010292712929e-25
"RHOBTB3",1.48943366418568e-29,-1.38198146535725,0.212,0.518,4.83097808978624e-25
"MEIS2",1.57934365002148e-29,-3.25710113002961,0.065,0.318,5.12260112884467e-25
"EYA4",2.3104056531543e-29,-4.03089035602034,0.025,0.25,7.49380073600597e-25
"TCEB2",2.8345328144226e-29,-1.14941764374662,0.636,0.813,9.1938071835797e-25
"PEG10",2.90174077612224e-29,-2.0116661271903,0.2,0.49,9.4117962073525e-25
"CORO1A",3.0609330495863e-29,3.89702895903349,0.256,0.035,9.92813634633317e-25
"TENC1",4.66328083606681e-29,-1.92671820964807,0.138,0.42,1.51253513917827e-24
"PLCE1",5.45997937472612e-29,-1.8539705592286,0.114,0.391,1.77094431019242e-24
"KDELR1",6.53206257718865e-29,-0.95232336914577,0.52,0.734,2.11867449691114e-24
"IGFBP2",8.20493334830747e-29,-1.13322126204667,0.324,0.654,2.66127013152353e-24
"PLAUR",8.63726251512645e-29,3.14437031787241,0.427,0.164,2.80149609678126e-24
"NRXN2",1.05814187399242e-28,-2.68492789876748,0.025,0.25,3.43208316829442e-24
"SNRPE",1.46412587064927e-28,-1.39452088635709,0.306,0.597,4.74889226145092e-24
"UBC",1.48500339860513e-28,0.917816027164858,0.904,0.915,4.81660852337575e-24
"CTGF",1.83670888230693e-28,-1.05833828888677,0.222,0.532,5.95736525976254e-24
"OSTF1",1.84673810374835e-28,2.54238880435835,0.399,0.135,5.98989503950778e-24
"LAPTM4A",1.92012367814368e-28,-0.878068154525439,0.683,0.833,6.22792115005902e-24
"SCARA3",2.8615614974475e-28,-2.29772007955248,0.046,0.285,9.28147471697098e-24
"FZD1",3.16667460699228e-28,-2.1980080844784,0.079,0.34,1.02711090877795e-23
"LRIG3",3.53170746941055e-28,-2.52470134645607,0.067,0.318,1.14550931770331e-23
"SH3BGRL3",4.15323626377964e-28,1.54227991757792,0.722,0.52,1.34710218215693e-23
"APP",5.16901117101701e-28,-1.070083446879,0.391,0.69,1.67656877331937e-23
"SMARCE1",5.63203926080787e-28,-1.65718823202127,0.205,0.48,1.82675193424303e-23
"HIST1H2AC",5.90766730781011e-28,-1.57049196723512,0.17,0.461,1.91615189128821e-23
"FGD4",6.03686964712996e-28,2.34087437492983,0.349,0.093,1.9580586700466e-23
"NGFRAP1",6.17074748344297e-28,-0.689371597202368,0.433,0.8,2.00148194625473e-23
"CMYA5",6.69742282496917e-28,-2.76990776456614,0.123,0.381,2.17230909327875e-23
"TMEM66",6.80094841375216e-28,1.04049707738642,0.811,0.65,2.20588761800051e-23
"RCN1",7.50640003995388e-28,-1.35742783496697,0.284,0.559,2.43470085295904e-23
"ECM2",7.84277592471158e-28,-2.86456908645804,0.03,0.254,2.5438043711802e-23
"ETFA",8.32723500927602e-28,-1.15033459224671,0.331,0.606,2.70093867525868e-23
"OGFRL1",8.42472576216938e-28,2.49610160183726,0.405,0.15,2.73255980095964e-23
"SGCD",8.92203726315733e-28,-2.10917520730781,0.056,0.299,2.89386278630508e-23
"HLA-DMA",1.16319941169676e-27,4.2908483954925,0.266,0.049,3.77283729183843e-23
"PRRX2",1.21565864481946e-27,-2.69555360228653,0.033,0.26,3.94298881447193e-23
"TNFAIP3",1.37891559626956e-27,3.91883657047295,0.343,0.101,4.47251273650032e-23
"IER3",1.50529685324614e-27,2.41417449560683,0.578,0.31,4.88243034350385e-23
"GLCE",1.50926605177767e-27,-2.01320112223345,0.179,0.454,4.89530443894087e-23
"LIMCH1",1.55043708793188e-27,-1.87100282811759,0.109,0.38,5.02884269470705e-23
"EIF3B",1.57858352536982e-27,-1.49838959375412,0.303,0.573,5.12013566453702e-23
"CBX1",1.69881988509659e-27,-1.3344910401056,0.278,0.561,5.51012229731079e-23
"ZFP36",2.10551555586903e-27,1.78454477852519,0.573,0.323,6.82923970546121e-23
"TBC1D2B",2.28249489227949e-27,-1.46184883350271,0.222,0.507,7.40327218310853e-23
"SPP1",2.75948479788576e-27,3.65933067348927,0.326,0.09,8.95038894194246e-23
"SUMO2",2.97835913327299e-27,-1.20581281723647,0.464,0.694,9.66030784877096e-23
"C10orf11",3.43812706340335e-27,2.48742688428439,0.431,0.175,1.11515651301488e-22
"LST1",3.79998713983372e-27,3.57653791061312,0.259,0.044,1.23252582880507e-22
"AL132709.8",3.96354293786434e-27,-2.78947773158657,0.054,0.288,1.2855751518963e-22
"CACNA1C",4.15528199250067e-27,-2.40820488344779,0.072,0.318,1.34776571426759e-22
"DCHS1",5.61415729762782e-27,-2.49598538582092,0.075,0.323,1.82095191948558e-22
"RPLP0",7.5963566399883e-27,-1.03956586977806,0.555,0.781,2.46387827618021e-22
"PHF14",8.24838260596286e-27,-1.06619323352519,0.338,0.622,2.67536289824405e-22
"MBP",8.78659337554507e-27,1.96989780205361,0.371,0.117,2.84993156135804e-22
"MPZL1",1.03300635359637e-26,-1.59364398146027,0.212,0.49,3.35055610788982e-22
"ITGA8",1.16877031137586e-26,-2.82265175625758,0.04,0.268,3.7909065049476e-22
"MYH10",1.28091537670748e-26,-2.02185347559119,0.138,0.403,4.15464902435072e-22
"C11orf31",1.28575570875101e-26,-1.28681264835105,0.278,0.556,4.1703486413339e-22
"GADD45B",1.29899177178705e-26,2.45596635793866,0.62,0.389,4.2132798117913e-22
"GAPDH",1.43675225576129e-26,1.07758970791552,0.907,0.882,4.66010594156175e-22
"LINC00478",1.50518416322924e-26,-1.11427573552253,0.142,0.405,4.88206483343403e-22
"DNAJA1",1.53671754746657e-26,1.94856428959814,0.709,0.551,4.98434336520782e-22
"ASAH1",1.96540952315721e-26,1.90415842754864,0.534,0.279,6.37480578836041e-22
"CHD9",2.27975163566109e-26,-0.953904366933028,0.58,0.794,7.39437443026676e-22
"DOCK8",2.54562834857027e-26,3.68451199737561,0.277,0.06,8.25674554858766e-22
"FLRT2",2.58672475795557e-26,-2.76791001161539,0.053,0.282,8.39004175242889e-22
"RNF24",2.87562547256728e-26,-1.74828155350647,0.168,0.441,9.32709122027197e-22
"YWHAH",3.22837443826075e-26,2.18233415497934,0.489,0.244,1.04712324904987e-21
"CA11",3.34776324925282e-26,-2.46553958315464,0.063,0.299,1.08584700989515e-21
"FTL",4.07327380267363e-26,1.87072621538801,0.982,0.967,1.32116635789719e-21
"NUPR1",4.14173214064838e-26,0.268407699199777,0.38,0.713,1.3433708198193e-21
"GNAI2",4.81317196601967e-26,1.20824200816146,0.716,0.591,1.56115232717848e-21
"BAI3",5.30156335152653e-26,4.38320632146046,0.296,0.077,1.71956207306763e-21
"HGF",5.32954083551066e-26,-2.66878938369802,0.07,0.31,1.72863656999788e-21
"CFD",5.39726434208429e-26,2.57681044553293,0.315,0.083,1.75060268935504e-21
"ARRB2",5.78280992794318e-26,2.82485586257449,0.313,0.085,1.87565440012837e-21
"CDK5RAP3",6.02317971240355e-26,-1.48047958414754,0.242,0.523,1.95361833971809e-21
"CD58",6.49086887296256e-26,2.49224651832955,0.385,0.145,2.10531331894541e-21
"VCL",6.56876481245836e-26,-1.66736143879879,0.257,0.526,2.13057886692087e-21
"PHACTR1",7.41276356998825e-26,2.38064124827767,0.301,0.074,2.40432986392569e-21
"C12orf79",7.5739081889883e-26,4.03470357191006,0.252,0.046,2.45659712109836e-21
"THRA",7.72356405292468e-26,-1.81559408587817,0.165,0.43,2.50513800056612e-21
"CHCHD2",8.07315814800044e-26,-0.800481223440459,0.783,0.868,2.61852884530394e-21
"NME1",8.08248051623944e-26,-1.5093845706904,0.151,0.42,2.62155255544226e-21
"WASL",9.55825405926183e-26,-1.29022172313359,0.271,0.55,3.10021970412157e-21
"EPHX1",1.42925906205889e-25,-1.95963256862585,0.172,0.438,4.63580176778799e-21
"CHCHD10",1.49756344222973e-25,1.83681173653064,0.487,0.235,4.85734702487212e-21
"WLS",1.60118433738777e-25,-1.55902420049541,0.221,0.494,5.19344139831722e-21
"PLOD1",1.66539732484433e-25,-2.02991923498876,0.158,0.419,5.4017162231326e-21
"SPRY2",3.3158964842434e-25,-1.89209251258472,0.238,0.506,1.07551102466435e-20
"PDCD7",4.11729275478233e-25,-1.25446819947058,0.289,0.554,1.33544390501365e-20
"SMAP2",4.6268543014972e-25,2.26578663732935,0.417,0.173,1.50072019269062e-20
"PLEKHO1",4.89669063273774e-25,1.83813303679072,0.49,0.241,1.58824160672848e-20
"TNFSF13B",5.45709524195452e-25,3.19733445723117,0.278,0.066,1.77000884172795e-20
"PRRC2C",6.48240149260539e-25,-0.816158468568627,0.653,0.833,2.10256692412656e-20
"NOTCH2",6.6002805753484e-25,-1.40830401923787,0.224,0.501,2.14080100461425e-20
"SUN1",6.67550566875249e-25,-1.6704363907749,0.215,0.48,2.16520026365987e-20
"RORA",7.07640954618137e-25,-1.9949516093486,0.326,0.589,2.29523343630393e-20
"TPD52L1",7.46106285827007e-25,-2.23140547374711,0.061,0.288,2.4199957380799e-20
"FBLN5",8.19899812259323e-25,-2.5015062492666,0.039,0.25,2.65934504106311e-20
"SERPING1",8.63466864632036e-25,-1.53014748917245,0.361,0.624,2.80065477543401e-20
"SLC9A3R2",8.95669198620333e-25,-1.01272807630904,0.226,0.504,2.90510304572505e-20
"SF3B1",9.4139064487887e-25,-0.864816098054632,0.608,0.783,3.05340055666462e-20
"MXRA7",1.2708647213852e-24,-1.21348261257029,0.301,0.595,4.12204972381291e-20
"PLXND1",1.27089547828224e-24,1.98628832815943,0.35,0.112,4.12214948380845e-20
"ITPK1",1.28045500818533e-24,3.04322566693833,0.282,0.069,4.15315581904912e-20
"COMT",1.30662744931561e-24,1.52678207601782,0.543,0.301,4.23804613185517e-20
"SEC61G",1.39508955894228e-24,-0.864462635007706,0.545,0.735,4.5249729844293e-20
"NFKBIA",2.0815935104048e-24,2.74767174964479,0.602,0.395,6.75164855099797e-20
"HMGA1",2.09356704380054e-24,2.21537298403401,0.256,0.049,6.79048470656706e-20
"IREB2",2.18034993878046e-24,-1.44343124644291,0.243,0.512,7.07196502643442e-20
"PLP2",2.19074680265655e-24,2.33937651922759,0.406,0.173,7.10568725441653e-20
"TIMP1",2.29819178836849e-24,-0.786268820991919,0.736,0.921,7.4541850655732e-20
"RASSF8-AS1",2.37303858120792e-24,-1.98067625858615,0.11,0.357,7.6969506381479e-20
"FBL",2.61508331162335e-24,-1.56643901425409,0.189,0.461,8.48202272125035e-20
"EPHA3",3.18252819004183e-24,-2.49575415261858,0.077,0.307,1.03225301844007e-19
"FZD2",3.21353519189283e-24,-2.667348284647,0.067,0.294,1.04231013949044e-19
"RIC3",3.95540036427015e-24,-1.9677203885863,0.051,0.271,1.28293410815102e-19
"CETN2",4.09734490562206e-24,-2.48791710168409,0.114,0.348,1.32897382013852e-19
"HERPUD1",4.11224646391808e-24,2.23292708036086,0.636,0.422,1.33380714057183e-19
"ATP1B3",4.25862163143688e-24,2.00671706601345,0.525,0.296,1.38128392615655e-19
"SMARCD3",4.92306241268239e-24,-2.03568002371624,0.124,0.37,1.59679529355353e-19
"HEXA",5.76942466660055e-24,-1.62321086149875,0.203,0.458,1.87131289061189e-19
"KRT10",5.95746556506651e-24,-0.656222194985755,0.608,0.797,1.93230395602932e-19
"ZCCHC11",6.25999389284948e-24,-1.09447390698081,0.403,0.66,2.03042901914573e-19
"CNTN4",6.29452393384431e-24,-3.20148038506877,0.1,0.328,2.0416288379424e-19
"TRIP6",8.50795919587821e-24,-1.52517364582962,0.235,0.493,2.7595565651831e-19
"MAGED2",9.09227662727132e-24,-0.901832099613988,0.448,0.734,2.94907992405545e-19
"FAP",1.1030276422402e-23,-2.54000963157672,0.056,0.271,3.5776701576061e-19
"HNRNPA1",1.10341855754146e-23,-1.09285321186454,0.403,0.638,3.57893809138572e-19
"TEAD2",1.14621885444095e-23,-3.02200387577249,0.06,0.274,3.71776085437921e-19
"ENDOD1",1.23248896736767e-23,3.23514942298493,0.277,0.069,3.99757796565703e-19
"HIST1H2BK",1.27744517642511e-23,-1.42978683054871,0.152,0.411,4.14339342973483e-19
"IGF2BP2",1.43545620072177e-23,-1.73314840871562,0.207,0.449,4.65590218704107e-19
"AKAP12",1.46030425996222e-23,-0.96049998582558,0.338,0.639,4.73649686718745e-19
"TAGLN2",1.54882169251296e-23,1.47580218451351,0.676,0.504,5.02360315966579e-19
"LTBP4",1.62284582138674e-23,-0.876602170751927,0.266,0.565,5.26370042166789e-19
"STRA6",2.02136039714225e-23,-2.69776216709531,0.051,0.26,6.5562824481309e-19
"JUN",2.23726728202362e-23,1.37631834517586,0.816,0.71,7.25657642924361e-19
"HSPA1B",2.77873639839952e-23,2.25813112752314,0.623,0.425,9.01283150820884e-19
"KAZN",2.8045060420605e-23,-2.24206618491814,0.124,0.364,9.09641534742322e-19
"EEF1D",2.89487731183357e-23,1.03415523648551,0.809,0.721,9.3895345609322e-19
"NAMPT",3.14890419235266e-23,2.37001132923849,0.518,0.302,1.02134707478959e-18
"TPR",3.23005402436238e-23,-0.997415127056907,0.448,0.699,1.04766802280194e-18
"SLC25A6",3.5872032377556e-23,-0.943807076458054,0.643,0.809,1.16350937016603e-18
"BST2",3.67807173904477e-23,1.51197637149581,0.487,0.236,1.19298256855917e-18
"TIMM13",3.67937213628662e-23,-1.15109907365666,0.366,0.603,1.19340435240457e-18
"RNF144A",3.81473885119521e-23,-2.46500277042495,0.098,0.324,1.23731054638517e-18
"LARP6",4.18062774920934e-23,-1.99113471324441,0.119,0.356,1.35598661045605e-18
"C12orf57",4.40656687248504e-23,-0.794756275648781,0.478,0.717,1.42926996509052e-18
"CCDC102B",4.46201624578067e-23,-3.18818393485565,0.077,0.291,1.44725496931896e-18
"RHOB",4.75694137137761e-23,1.58471103817976,0.599,0.4,1.54291393380633e-18
"RPLP1",7.07693851902142e-23,-0.651642407628816,0.911,0.962,2.2954050086446e-18
"LY96",7.08193363829642e-23,2.8947182524642,0.32,0.106,2.29702517558144e-18
"LEPROT",7.50347477689356e-23,-1.75389934378115,0.151,0.394,2.43375204388543e-18
"FSTL5",7.67150315802809e-23,-1.87496183357218,0.116,0.353,2.48825204930641e-18
"LUC7L",1.02193324763301e-22,-1.30051663048132,0.271,0.521,3.31464048869765e-18
"PDZRN3",1.28333155648166e-22,-1.46480838629667,0.119,0.357,4.16248590344825e-18
"IMPDH2",1.55808303461517e-22,-1.66545366254157,0.189,0.436,5.05364232277432e-18
"PTPRJ",1.79682141671558e-22,2.48822268800765,0.324,0.107,5.82799026511698e-18
"RPL23",1.876384453342e-22,-0.811690866646927,0.629,0.828,6.08605297441477e-18
"APLP2",2.28267211546425e-22,1.22486119688323,0.606,0.405,7.40384700650829e-18
"ST3GAL6",2.39715892444096e-22,2.05843294970701,0.345,0.123,7.77518497142426e-18
"SYCE1L",2.44630410409787e-22,-2.18994685072849,0.058,0.268,7.93458736164143e-18
"PRDX6",2.81815374566879e-22,-0.910623989215916,0.622,0.776,9.14068167407673e-18
"BNC2",2.85475791054964e-22,-1.7083338372674,0.144,0.386,9.25940728286776e-18
"SYNPO2",2.98477426637954e-22,-1.8745237974067,0.103,0.331,9.68111533300203e-18
"PLAC9",3.89833922418561e-22,-2.03762697285901,0.14,0.375,1.2644263273646e-17
"ADAMTS9",3.91984509102418e-22,-1.34503058383065,0.163,0.405,1.27140175527369e-17
"FUS",4.06447773804546e-22,-0.783106898812678,0.664,0.813,1.31831335433505e-17
