"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"NPHP3",1.63773365228139e-05,0.163156596344694,0.557,0.33,0.531198910117469
"ENDOV",1.63888788173547e-05,0.222765343915176,0.32,0.17,0.5315732844409
"PDIA4",1.63971131784945e-05,0.114102932336116,0.606,0.37,0.53184036594447
"SLIRP",1.64103439647745e-05,0.221075829573946,0.537,0.331,0.53226950649746
"PIDD",1.6461453055476e-05,0.627230084168718,0.251,0.126,0.533927229854363
"SLTM",1.64832631402426e-05,0.148485925444417,0.69,0.455,0.53463463995377
"QKI",1.64874101935483e-05,0.308378189414961,0.872,0.64,0.53476914962774
"RNF40",1.65489866174183e-05,0.174643652165824,0.32,0.167,0.536766380935963
"PDHA1",1.65721790197285e-05,0.308168082082241,0.384,0.216,0.537518626504893
"ACSL4",1.65851310483891e-05,0.238359117612818,0.3,0.157,0.537938725554501
"PTBP1",1.66308428304885e-05,0.219159488996526,0.611,0.383,0.539421387206894
"PPP1R12A",1.67388623746637e-05,0.109096403672721,0.714,0.454,0.542925001122216
"GXYLT1",1.67792851688902e-05,0.305069943292657,0.32,0.169,0.544236114452953
"LTBP4",1.68442907343138e-05,0.100934101246886,0.621,0.384,0.546344569967469
"EDRF1",1.69253654359704e-05,0.130890452765494,0.315,0.167,0.5489742279157
"GLT8D1",1.69874391612559e-05,0.133116942676159,0.502,0.299,0.550987589195336
"WDR59",1.70220353864478e-05,0.322556403529847,0.266,0.134,0.552109717759434
"TIPRL",1.70450899417918e-05,0.115451786520834,0.507,0.293,0.552857492262017
"USPL1",1.71164843730743e-05,0.402138410076589,0.305,0.164,0.555173170640664
"ZSCAN18",1.71423748670932e-05,0.120289558501224,0.429,0.246,0.556012928814167
"ATR",1.7221033831998e-05,0.271378620317059,0.315,0.166,0.558564232340856
"CAPNS1",1.72423185493612e-05,0.236968698170487,0.616,0.382,0.559254602148531
"GS1-124K5.12",1.72603220936443e-05,0.628930778586613,0.266,0.138,0.559838547107351
"RP11-1000B6.3",1.72951199701403e-05,0.447968715956459,0.36,0.206,0.560967216231499
"TOM1L2",1.73202185284285e-05,0.125296877925463,0.32,0.169,0.561781287969579
"COA4",1.73377445977396e-05,0.234106790751891,0.443,0.256,0.562349746027685
"CTC-503J8.6",1.74218438387084e-05,0.120241643019127,0.286,0.144,0.565077504908507
"TMEM203",1.75231792977334e-05,0.316298346592521,0.369,0.205,0.568364320521984
"OARD1",1.75362513029032e-05,0.258274620489942,0.32,0.172,0.568788311009665
"PRPF19",1.75516847490449e-05,0.25657328493063,0.251,0.124,0.569288894835272
"MAP2K2",1.75898697333702e-05,0.157073200103987,0.709,0.463,0.570527424801863
"THBS2",1.7625530376348e-05,0.386699259063535,0.384,0.22,0.571684077756849
"DIAPH2",1.77307596670396e-05,0.237246345631858,0.419,0.245,0.575097189800428
"OPHN1",1.77485757800902e-05,0.195689281883505,0.286,0.148,0.575675055427226
"DBNL",1.77854744410362e-05,0.102163888981442,0.463,0.261,0.576871863495008
"CCNDBP1",1.78315237048905e-05,0.332604947199034,0.305,0.162,0.578365471368125
"TSTD2",1.79974663899622e-05,0.262156319120691,0.3,0.155,0.583747822358423
"IGFBP5",1.80223316742934e-05,0.399654650321536,0.704,0.492,0.584554327855707
"ID3",1.81312501422937e-05,0.529439662354635,0.645,0.429,0.588087098365297
"RRP15",1.84414348721081e-05,0.160326833816361,0.409,0.227,0.598147940076826
"HEY1",1.84498780992821e-05,0.592930095171926,0.271,0.141,0.598421796150215
"KDM4C",1.85485680720255e-05,0.189516491830037,0.325,0.175,0.601622805416149
"ALYREF",1.85670121036898e-05,0.169663105456078,0.399,0.22,0.602221037583178
"PPP2R5E",1.86338699840701e-05,0.242196759077925,0.463,0.276,0.604389572933312
"HIGD1A",1.86643559537976e-05,0.210119853986565,0.369,0.205,0.605378385361426
"MAP3K2",1.88030742103205e-05,0.281999511367958,0.675,0.447,0.609877712011744
"PAPD4",1.88313028296432e-05,0.200662810301544,0.502,0.312,0.610793307279479
"FUBP1",1.88562290092905e-05,0.437920095121927,0.483,0.303,0.611601787916337
"GABPB1",1.8867300023076e-05,-0.184132723399003,0.355,0.186,0.611960876248468
"CDK5RAP2",1.90025328106814e-05,0.202304778591119,0.345,0.185,0.616347151714452
"SFXN5",1.90332726611814e-05,0.19974725847942,0.325,0.172,0.61734419876542
"ABHD17A",1.90773861429442e-05,0.128231452391007,0.621,0.387,0.618775019546395
"ZNF330",1.91722221327841e-05,0.466438898108391,0.35,0.193,0.621851024876851
"SEMA5A",1.94049419925555e-05,0.394185028984892,0.251,0.129,0.629399293528539
"CHD6",1.94104519652084e-05,0.422401503598296,0.596,0.386,0.629578009491535
"TMEM165",1.94225969602521e-05,0.199186870441617,0.626,0.408,0.629971932405777
"MAP4",1.95361825002637e-05,0.179438144034966,0.7,0.488,0.633656079396054
"WDR1",1.97146199233e-05,0.163271303874907,0.463,0.271,0.639443697212236
"PHF1",1.98689852692172e-05,0.176104564755071,0.399,0.22,0.644450537207059
"ETFA",1.9942047623924e-05,0.145705703806983,0.665,0.438,0.646820314681975
"SLC44A2",1.9989197417099e-05,0.131740737783061,0.3,0.157,0.648349618223607
"SOX6",2.0010346015446e-05,0.262202097655622,0.345,0.193,0.64903557301099
"GNL2",2.00773977701681e-05,0.509800713273669,0.325,0.176,0.651210396675401
"CYB5R1",2.01590473515094e-05,0.222546900454323,0.345,0.188,0.653858700846206
"HSF2",2.02845122201075e-05,0.112237396275444,0.251,0.123,0.657928153859188
"B3GALNT2",2.05514092117533e-05,0.294546114567414,0.256,0.127,0.666584957783217
"MON2",2.0581184501559e-05,0.199239491419737,0.547,0.345,0.667550719308066
"PPID",2.05960835778227e-05,0.31618009717992,0.374,0.213,0.668033970846678
"NUDT16L1",2.06471746141337e-05,0.163980854716351,0.325,0.169,0.669691108609426
"SPIDR",2.06692053224479e-05,0.266657703543499,0.547,0.355,0.670405674633598
"KRAS",2.06891196445914e-05,0.267641063257305,0.483,0.283,0.671051595672321
"SRPK2",2.0833902876379e-05,0.208807735861951,0.621,0.39,0.675747639795352
"TGOLN2",2.08612235245952e-05,0.208946829930111,0.635,0.409,0.676633785020246
"HMG20A",2.09226629874442e-05,0.291901846877702,0.443,0.26,0.678626573997754
"ZNF248",2.09677283426256e-05,0.444269461506048,0.291,0.155,0.680088268793062
"EMC7",2.11142653736697e-05,0.151461327035503,0.532,0.324,0.684841197394978
"PTRF",2.11242631238872e-05,0.191893200864504,0.714,0.478,0.685165474423282
"JMJD6",2.11263299193361e-05,0.103423730601881,0.355,0.193,0.685232510933667
"C7orf49",2.12564633045883e-05,0.191636444031948,0.31,0.164,0.689453387284322
"NCSTN",2.12576261754374e-05,0.490015154760684,0.325,0.176,0.689491105000311
"INTS10",2.14668054931869e-05,0.111943536500541,0.409,0.234,0.696275836171516
"HSPA14",2.15185311644457e-05,0.226143357371929,0.32,0.17,0.697953558318797
"IGFBP4",2.15420279481451e-05,0.441327865459795,0.729,0.521,0.698715676498087
"TMEM184B",2.17430659729331e-05,-0.104255769074787,0.305,0.158,0.705236344832085
"MLXIP",2.18070749311592e-05,0.372381172847332,0.374,0.216,0.70731247539215
"ETV6",2.19462561372462e-05,0.266613023855752,0.517,0.33,0.71182681781158
"GADD45A",2.19568581343779e-05,0.287247244431625,0.522,0.324,0.712170693588548
"MTMR4",2.2071330572137e-05,0.192806194256509,0.33,0.176,0.715883607107263
"CD99L2",2.21439764197987e-05,0.144915917823344,0.276,0.141,0.718239875176171
"PCSK7",2.21767619027959e-05,0.267296888605715,0.315,0.166,0.719303272317185
"TTYH3",2.22017452224909e-05,0.112585767289589,0.433,0.258,0.720113606291494
"EIF3J",2.22605748974114e-05,0.135530737862004,0.576,0.367,0.722021746797537
"RPL5P34",2.2749604930437e-05,0.496432063692828,0.32,0.179,0.737883435918725
"PABPN1",2.27658322559525e-05,0.176818575063739,0.616,0.382,0.73840976922182
"SEPW1",2.2877335324152e-05,0.281009603831679,0.877,0.684,0.742026371238871
"NDUFS8",2.30563223292635e-05,0.187479724893223,0.596,0.367,0.74783181474966
"MAP2K7",2.3116972560481e-05,-0.168236927125877,0.271,0.136,0.749799004999202
"KLC1",2.31745476556286e-05,-0.1764585575529,0.384,0.208,0.751666453210312
"NME2P1",2.3288911346448e-05,0.751427954565035,0.281,0.154,0.755375839522042
"MIOS",2.32920277293027e-05,0.619939732706024,0.296,0.162,0.755476919399934
"RPS3AP5",2.3409349737653e-05,0.418519308955633,0.281,0.153,0.759282258740773
"MOB1B",2.36762031555457e-05,0.295063403114735,0.335,0.182,0.767937649350124
"ST7L",2.37425276358256e-05,0.104408037680512,0.281,0.143,0.770088883868004
"OXA1L",2.37675931893571e-05,0.17954184228675,0.291,0.154,0.770901885096797
"NUP160",2.37714946509312e-05,0.290617401452498,0.369,0.205,0.771028429002955
"ACTR6",2.38145907143672e-05,0.213571878441649,0.281,0.143,0.772426249820501
"DGCR2",2.38683661356724e-05,0.346560336238499,0.261,0.131,0.774170455610534
"COL9A3",2.4121648688215e-05,0.184426662368095,0.478,0.289,0.782385675202255
"SAMD1",2.42286751374715e-05,0.199398598672704,0.3,0.157,0.785857078083887
"MYADM",2.4307963804732e-05,0.228938943236496,0.557,0.349,0.788428806006483
"ZMYM2",2.44066575602741e-05,0.26029182953634,0.606,0.39,0.791629937967491
"HLTF",2.44714850286772e-05,0.179597761662315,0.379,0.207,0.793732616905146
"CHCHD3",2.46078432586444e-05,0.286458825612006,0.635,0.455,0.798155396094132
"WASL",2.47607594303613e-05,0.249140497945526,0.606,0.38,0.80311523212377
"CNRIP1",2.51667993522234e-05,0.263203546902046,0.281,0.143,0.816285136989365
"SP3",2.52559592444933e-05,0.26338715153957,0.552,0.343,0.81917703809514
"TXNL1",2.52732689534865e-05,0.285018516801653,0.611,0.4,0.819738478506336
"RAPH1",2.52974617390528e-05,0.149978943230287,0.35,0.19,0.820523171506176
"TXNDC17",2.53288722004897e-05,0.269541286037359,0.399,0.228,0.821541969822882
"MRPL45",2.53361411150052e-05,0.394237307186371,0.281,0.146,0.821777737065193
"KDM5A",2.53423548514295e-05,0.114825251296425,0.606,0.386,0.821979279606115
"GLB1",2.53709681749516e-05,0.10642165794169,0.32,0.172,0.822907352754557
"WDR44",2.54671329986056e-05,-0.146682359459174,0.266,0.134,0.826026458809774
"KAT8",2.55093809808029e-05,0.239316188508807,0.335,0.182,0.827396772112343
"UBQLN1",2.55098892756423e-05,0.207677105602586,0.443,0.263,0.827413258655458
"TES",2.55391802909804e-05,0.305508351853893,0.365,0.204,0.828363312737951
"KIF1B",2.55989485176483e-05,0.228043290579353,0.547,0.352,0.830301895169922
"FUT8",2.56629142808901e-05,0.121707810006631,0.379,0.213,0.83237662470067
"ZNF677",2.57116369173737e-05,0.213575725290039,0.31,0.166,0.833956943415015
"CCNC",2.58641401997202e-05,0.276464163358294,0.448,0.265,0.838903387377923
"YIPF3",2.60301284689238e-05,0.293823931881103,0.665,0.424,0.844287216889545
"RASAL2",2.61953874053232e-05,0.118643400809599,0.463,0.273,0.849647390491657
"ADAMTS7",2.63238882265172e-05,-0.151535881606665,0.266,0.132,0.853815314627085
"MLX",2.63975001716623e-05,0.171464708583237,0.404,0.228,0.856202918067865
"CYP7B1",2.64101217907839e-05,0.287606479427439,0.305,0.166,0.856612300284076
"SHMT2",2.65222961907475e-05,0.165993176359601,0.379,0.21,0.860250676946896
"UVRAG",2.66530030467004e-05,0.239529914250143,0.458,0.289,0.864490153819726
"DICER1",2.67309303480352e-05,0.10235671456303,0.522,0.315,0.867017725838522
"PREX2",2.68572553977131e-05,0.311437374982238,0.32,0.176,0.871115078824826
"PLEKHA5",2.69609312170805e-05,0.33578587436707,0.542,0.356,0.874477804026005
"TFDP2",2.698166104306e-05,0.405832316939074,0.424,0.25,0.87515017593165
"NFE2L1",2.70415750989751e-05,0.196552286658792,0.527,0.318,0.877093488335256
"ELMOD2",2.70565064126028e-05,0.588989384152525,0.276,0.144,0.877577785492772
"MYO1E",2.71865801817242e-05,0.304184177463096,0.473,0.306,0.881796728194223
"PDE4B",2.73116044668271e-05,0.578798194236919,0.498,0.319,0.885851890881537
"NELFCD",2.73985075688373e-05,0.295458208425777,0.414,0.238,0.888670592995239
"SF3B3",2.74221653406358e-05,0.273822864548851,0.389,0.221,0.889437932823522
"FBRS",2.75281170735387e-05,0.166345670160404,0.32,0.17,0.892874477280229
"WDR43",2.75467932659104e-05,0.140726413694934,0.458,0.269,0.893480239579802
"CDO1",2.75764421200697e-05,0.560641705309808,0.291,0.155,0.89444190016446
"PIKFYVE",2.76284149958897e-05,0.127009303072319,0.335,0.182,0.896127640391683
"NEK1",2.76390589299294e-05,0.189155360739089,0.3,0.16,0.89647287639226
"ZNF22",2.76680295591197e-05,0.216620672099854,0.512,0.309,0.897412538750048
"HK1",2.77147797636701e-05,0.291988507790162,0.404,0.235,0.898928881634639
"DNAJC27",2.79799064551536e-05,0.165540719185323,0.251,0.125,0.907528265872907
"ACTR1B",2.84630816805337e-05,0.204349160105208,0.31,0.163,0.923200054308109
"ILF3",2.87250378737747e-05,0.298044378662772,0.621,0.412,0.931696603435881
"HRAS",2.88831540668776e-05,0.231509586806881,0.36,0.202,0.936825102159174
"UBN1",2.89564488558941e-05,0.190813794404796,0.409,0.238,0.939202418640924
"TOLLIP",2.89928407461673e-05,0.145693468906994,0.325,0.176,0.940382789601935
"REEP3",2.91363394635713e-05,0.219384191619256,0.547,0.338,0.945037170500935
"PPM1D",2.92365914584397e-05,0.220547098900469,0.291,0.153,0.948288843954492
"ADAR",2.92483435938756e-05,0.110899977660143,0.655,0.432,0.948670024467356
"UBLCP1",2.93318434877645e-05,0.294162689473128,0.315,0.165,0.951378343525642
"SLC12A2",2.94352353881828e-05,0.177063862572578,0.404,0.233,0.95473185981571
"GOLGA2",2.95369866085491e-05,-0.10067025647395,0.522,0.312,0.958032160648291
"CPQ",2.97581024797484e-05,0.222630277271383,0.616,0.394,0.96520405393064
"FBXO3",2.97854677151489e-05,0.311891100387967,0.296,0.158,0.966091645340854
"ATP5A1",2.97936142226871e-05,0.110694459008456,0.665,0.418,0.966355877312855
"STX6",2.98070268239464e-05,0.100236923840948,0.369,0.202,0.966790915034701
"PPCDC",2.98500709164392e-05,0.352112737915317,0.286,0.152,0.968187050174707
"DMAP1",3.00431937420861e-05,0.120904544631449,0.369,0.202,0.974450989024564
"E2F4",3.00976846210642e-05,0.101050968274886,0.261,0.133,0.976218400684217
"ABCD4",3.02507539601488e-05,0.199312818860348,0.379,0.216,0.981183204697425
"CD276",3.03490442100895e-05,0.182080110440967,0.537,0.33,0.984371248954252
"DGUOK",3.03594464454832e-05,0.194137759975117,0.719,0.485,0.984708645459248
"MPLKIP",3.04019249409886e-05,0.17318044842698,0.557,0.343,0.986086435460965
"WSB1",3.04253213025892e-05,0.188482674943544,0.739,0.552,0.986845296449481
"ZNF720",3.04567587668923e-05,0.111007484891605,0.271,0.139,0.987864970604151
"CHKA",3.06008803075783e-05,0.105402733336946,0.35,0.193,0.992539552776302
"YEATS2",3.07294960903344e-05,0.121465990230097,0.369,0.205,0.996711205689996
"C1S",3.07924493592341e-05,0.469011101325387,0.562,0.368,0.998753094966759
"EFS",3.08382393141385e-05,0.304004318435867,0.251,0.127,1
"POP4",3.09026275024676e-05,0.10032029919545,0.256,0.129,1
"PDGFRB",3.10958959533968e-05,0.174948446358021,0.498,0.307,1
"SPG20",3.11325643320331e-05,0.123825945626885,0.571,0.348,1
"MYCBP2",3.12009469311845e-05,0.140301250174701,0.611,0.381,1
"RMND5A",3.12099219416615e-05,0.132960483208788,0.31,0.167,1
"CFDP1",3.13077515584972e-05,0.20843995414095,0.675,0.456,1
"RBM33",3.13686608072672e-05,0.361521591836801,0.507,0.323,1
"HECA",3.14351703897715e-05,0.209998809202479,0.355,0.199,1
"COL14A1",3.15679443036067e-05,0.572800835252329,0.414,0.261,1
"ELP4",3.17534388624442e-05,0.255273015291713,0.32,0.174,1
"HNRNPH2",3.18423592585478e-05,0.143573412296424,0.34,0.184,1
"SCARA3",3.19130681465325e-05,0.412047167667763,0.281,0.15,1
"POLDIP2",3.2093201346913e-05,0.394153833560601,0.35,0.194,1
"PKDCC",3.2138784498509e-05,0.277320438703263,0.36,0.201,1
"IQCB1",3.22055995044584e-05,0.232219383032713,0.345,0.188,1
"ARID4B",3.23923748902363e-05,0.250048902936258,0.734,0.506,1
"TRIOBP",3.24698614933172e-05,0.285531679722511,0.266,0.138,1
"SELENBP1",3.26845266575459e-05,0.355662940727293,0.256,0.129,1
"LTV1",3.29727550036627e-05,0.209210880443887,0.31,0.162,1
"SLC52A2",3.30184376230648e-05,0.367218686480728,0.31,0.167,1
"PTPRS",3.3445784061593e-05,0.304020537824557,0.404,0.238,1
"TOPBP1",3.34522148716683e-05,0.308351311672886,0.281,0.148,1
"CCDC50",3.35713595408229e-05,0.123127018181777,0.498,0.303,1
"ACYP2",3.36519595753638e-05,0.20236934956614,0.355,0.202,1
"ZNF362",3.36520830856803e-05,0.293139346349753,0.261,0.134,1
"ATOX1",3.4033408488073e-05,0.20116509808845,0.7,0.46,1
"LPGAT1",3.41633421881859e-05,0.13389610317916,0.527,0.31,1
"ZNF395",3.43507157412829e-05,0.114617772179644,0.261,0.132,1
"C2orf49",3.45354355948132e-05,0.131103842985512,0.374,0.211,1
"GRIPAP1",3.46054498301314e-05,0.166929350810328,0.286,0.147,1
"TRAPPC6B",3.46676384444277e-05,-0.144680367274669,0.33,0.173,1
"YIPF5",3.46767686250362e-05,0.225029852655554,0.502,0.301,1
"SLC25A33",3.47638399480338e-05,0.405592660753761,0.3,0.163,1
"ACO2",3.49862726246937e-05,0.169807663212113,0.394,0.225,1
"PYGL",3.50357143806431e-05,0.148851473668551,0.335,0.182,1
"SLC38A10",3.50573805735661e-05,0.1118046782747,0.483,0.29,1
"FAM207A",3.52982916792575e-05,0.148640475850048,0.379,0.212,1
"MED19",3.53019930235777e-05,0.378202095833601,0.355,0.196,1
"HBS1L",3.53638632337526e-05,0.14976921762666,0.414,0.236,1
"ST3GAL2",3.53660915815576e-05,0.33816583427265,0.251,0.126,1
"RAB40B",3.54799616382948e-05,0.221447511969603,0.256,0.128,1
"AZI2",3.56014857510755e-05,0.151905827420939,0.468,0.274,1
"AGL",3.58022671040189e-05,0.154999176089416,0.261,0.134,1
"SLC25A13",3.59704012635741e-05,0.140576935482933,0.483,0.285,1
"ANGPTL2",3.60817156937799e-05,0.552318958621012,0.296,0.163,1
"TBC1D1",3.61411649143157e-05,-0.269116613851685,0.325,0.172,1
"SLCO3A1",3.62116434046225e-05,0.729228158262072,0.271,0.148,1
"NAB1",3.62476201824439e-05,0.313021596776871,0.379,0.22,1
"AKT1",3.65466156087441e-05,0.134138399810143,0.478,0.281,1
"BACH1",3.66571131691106e-05,0.276472626111575,0.64,0.446,1
"LUM",3.6672722712502e-05,0.225177572287931,0.675,0.457,1
"STOML2",3.69829329042201e-05,0.130164959963153,0.562,0.351,1
"ZFHX4",3.71179904737493e-05,0.131953650006972,0.606,0.377,1
"CDK13",3.72127324337724e-05,0.194178589125664,0.567,0.361,1
"GDI2",3.73685751412801e-05,0.141042224070115,0.729,0.497,1
"CTSA",3.74450570023621e-05,0.241038795346022,0.527,0.337,1
"GNA11",3.749646007061e-05,0.180906770770157,0.34,0.186,1
"DARS",3.76728191254965e-05,0.101211681507046,0.517,0.317,1
"WDR26",3.76836254397477e-05,0.120928121211308,0.458,0.267,1
"ACOX1",3.77570000723392e-05,-0.205692872829594,0.305,0.161,1
"HNRNPU-AS1",3.77752726538566e-05,0.477317478805997,0.3,0.164,1
"ZNF407",3.77873232871688e-05,0.340367286616855,0.34,0.195,1
"HERC2",3.7980302856138e-05,0.265333751088443,0.438,0.257,1
"CREB5",3.80262350433564e-05,0.265374623022932,0.562,0.372,1
"PRKRIP1",3.82688816113549e-05,0.111547225317802,0.498,0.303,1
"CLIP2",3.83047894099134e-05,-0.436475897309319,0.335,0.18,1
"NUP98",3.84065720550387e-05,0.110408666101751,0.463,0.275,1
"PANK2",3.85970737743341e-05,0.26152219203331,0.404,0.228,1
"INTS3",3.86483328088641e-05,0.20822095750857,0.34,0.188,1
"ACBD3",3.88617903595286e-05,0.221993236382135,0.645,0.423,1
"SENP5",3.89805362355102e-05,-0.199570863340162,0.468,0.27,1
"SOS2",3.90361286618025e-05,0.205833691278246,0.419,0.243,1
"FCHO2",3.91491836857919e-05,-0.219946881922438,0.448,0.254,1
"AP3B1",3.94587959537666e-05,0.168989655859061,0.527,0.322,1
"NRD1",3.96243543217235e-05,0.129444369396681,0.64,0.426,1
"RHOBTB3",3.97207130445575e-05,0.25458764410966,0.542,0.339,1
"MIPOL1",3.97414537087137e-05,0.345219178174613,0.335,0.186,1
"CAMK1D",3.99737321684072e-05,0.695284122713728,0.365,0.214,1
"DOK6",3.99882849489721e-05,0.418444592686911,0.261,0.137,1
"PLIN3",4.00974789901509e-05,0.12485785088024,0.522,0.316,1
"PSMC3",4.03481357559686e-05,0.220066650657723,0.458,0.277,1
"SIPA1L2",4.0361457925072e-05,0.294206982273555,0.335,0.189,1
"SPON2",4.04632313660646e-05,0.225411903894176,0.424,0.25,1
"TET3",4.0767164140271e-05,0.252473349034892,0.266,0.137,1
"GPD2",4.08271224717043e-05,0.455012054898215,0.34,0.194,1
"SNX14",4.08797253090196e-05,0.239158198039862,0.36,0.199,1
"KLF10",4.0944884467578e-05,0.10889083296067,0.443,0.259,1
"DTYMK",4.10434277097381e-05,0.391432961901922,0.365,0.21,1
"PDE7A",4.11627980019545e-05,0.209818093783361,0.32,0.179,1
"RAPGEF2",4.11873949535081e-05,0.12017526194394,0.493,0.305,1
"SMAD3",4.15479563130564e-05,0.205432481694286,0.532,0.323,1
"FAM188A",4.16239967895921e-05,0.362231002339364,0.296,0.163,1
"EIF2A",4.17874918578645e-05,0.170450598538658,0.537,0.317,1
"ZNF292",4.20427106528113e-05,0.25878231776826,0.665,0.461,1
"ARMCX3",4.22911978935801e-05,0.212258424393328,0.581,0.36,1
"TIAM2",4.24162251698356e-05,0.704183922329056,0.256,0.135,1
"NOP58",4.25614068670283e-05,0.236399197566597,0.532,0.343,1
"METAP1D",4.25793261828579e-05,0.248523609714483,0.31,0.167,1
"SIK2",4.28425342346961e-05,0.156013543845833,0.424,0.249,1
"RECQL",4.31950025294578e-05,0.127477542837921,0.389,0.217,1
"RPL14P1",4.33075276648172e-05,0.382850867008228,0.36,0.213,1
"KNOP1",4.34369719156463e-05,0.273923556716143,0.335,0.186,1
"EIF2S1",4.34527003298988e-05,0.300363394256865,0.468,0.275,1
"CIAPIN1",4.34608277236081e-05,0.288632275838334,0.3,0.16,1
"PI4KA",4.37614497706681e-05,0.255935273238122,0.414,0.242,1
"WARS",4.38900360081113e-05,0.224247911297445,0.32,0.177,1
"SRGAP3",4.39858115490562e-05,0.163808302808139,0.34,0.187,1
"MLST8",4.40083695928146e-05,0.155500966869681,0.256,0.131,1
"GNS",4.43788200656716e-05,0.209518341139462,0.478,0.283,1
"SDCCAG3",4.46084271864984e-05,0.424312446597594,0.31,0.169,1
"CPED1",4.48584518025808e-05,0.535587597443037,0.473,0.307,1
"CYSTM1",4.49004802297037e-05,0.319434242662312,0.567,0.371,1
"NDUFV1",4.50693347664415e-05,0.226695706020687,0.567,0.361,1
"PCSK1N",4.53002219744449e-05,0.174997768388261,0.355,0.196,1
"COL6A1",4.5407372801705e-05,0.236006453976678,0.887,0.663,1
"FBLN2",4.55208536426465e-05,0.565212403323537,0.35,0.202,1
"CNKSR3",4.55652827749799e-05,0.305332923309255,0.468,0.288,1
"OBSL1",4.60235759855552e-05,0.171670934970919,0.429,0.255,1
"CHM",4.61325942078892e-05,0.109177284521282,0.355,0.195,1
"BMP1",4.61539257015049e-05,-0.173500268852268,0.458,0.266,1
"ZNF281",4.63459325392422e-05,0.111401461806255,0.31,0.166,1
"ATP6V1D",4.63572526334736e-05,0.102589763387153,0.438,0.26,1
"YLPM1",4.64868233655036e-05,0.210522824837039,0.384,0.226,1
"RHOQ",4.65377505050863e-05,0.247040699195828,0.596,0.381,1
"ZDHHC17",4.68082100916027e-05,0.154505511579018,0.433,0.249,1
"NAPA",4.7304435461681e-05,0.259012080212042,0.527,0.325,1
"H6PD",4.74011581435444e-05,0.25694749736804,0.355,0.198,1
"EPB41L2",4.75134487943722e-05,0.220697018138513,0.808,0.578,1
"BUD31",4.75703645794777e-05,0.181174440437707,0.67,0.447,1
"TRAM1",4.76982045949628e-05,0.121035357910698,0.709,0.465,1
"ITPR2",4.77881609404475e-05,0.303154780794355,0.399,0.235,1
"CTNNA1",4.78161734823025e-05,0.205842257348845,0.65,0.442,1
"FAM101B",4.81894028440905e-05,0.302328622935344,0.286,0.153,1
"SLC36A4",4.83129359196802e-05,0.494478330996829,0.3,0.167,1
"ASTN2",4.83183462969736e-05,0.378228179703329,0.276,0.147,1
"CNN2",4.8434791528651e-05,0.162080970277478,0.36,0.2,1
"PERP",4.85842222315269e-05,0.349540830344502,0.33,0.189,1
"ZBTB20",4.86155859678075e-05,0.370225278784867,0.645,0.462,1
"VTI1A",4.86441957563717e-05,0.304212983232193,0.394,0.243,1
"CPSF7",4.90908740438347e-05,0.179919916220391,0.31,0.17,1
"CCL2",4.92268727383886e-05,-0.980566557441997,0.305,0.166,1
"LARP4B",4.94852463223214e-05,0.190741660314772,0.414,0.244,1
"FBRSL1",4.95796315325942e-05,0.49491953023067,0.256,0.135,1
"ALKBH5",4.98094599810804e-05,0.146011096128599,0.34,0.189,1
"FAM172A",4.98097759287287e-05,0.182106503908121,0.547,0.354,1
"SIN3B",4.98742998094437e-05,-0.526506838060612,0.315,0.165,1
"CCDC14",5.01898212662288e-05,-0.107237492557133,0.443,0.257,1
"INO80D",5.04217162917108e-05,-0.340446795226832,0.468,0.272,1
"TTC19",5.1069843950987e-05,0.212841955835066,0.414,0.241,1
"CMC2",5.15287557778773e-05,0.200690466170802,0.443,0.261,1
"NUP54",5.15303449757259e-05,0.143862162013858,0.419,0.245,1
"TMEM222",5.16284732097852e-05,0.40106011832295,0.374,0.214,1
"OSTM1",5.18186244067343e-05,-0.140282326273062,0.404,0.231,1
"SS18",5.19468060801163e-05,0.252393933156256,0.369,0.21,1
"ITGA8",5.20908903252314e-05,0.710676972615503,0.261,0.14,1
"TMEM261",5.22097354427351e-05,0.124465809663862,0.31,0.164,1
"SETX",5.2229454010221e-05,0.185589818352372,0.591,0.378,1
"UBE2H",5.25969549796666e-05,0.206745962786916,0.704,0.475,1
"FAM91A1",5.28769772342e-05,0.226126591016758,0.35,0.199,1
"DUSP11",5.30413600702874e-05,0.130449606845603,0.33,0.182,1
"TBC1D5",5.30496460746788e-05,0.102199825488431,0.616,0.4,1
"MCMBP",5.31827075891361e-05,0.260751071400518,0.325,0.181,1
"FAM211A-AS1",5.319597476518e-05,0.502144286646271,0.404,0.252,1
"RNF126",5.3269305989798e-05,0.228524482599028,0.365,0.205,1
"CARS",5.34084914570413e-05,0.188920286685795,0.271,0.143,1
"IKBIP",5.34811774494343e-05,0.272013421567372,0.507,0.316,1
"COL5A2",5.36150790160215e-05,0.239219372813781,0.828,0.601,1
"DNAJA4",5.36986909215659e-05,-0.346966435128318,0.296,0.158,1
"UTRN",5.42786434146636e-05,0.188266943004262,0.611,0.422,1
"RAP2A",5.46245950355379e-05,0.173028089178725,0.31,0.166,1
"TRIM4",5.46686120648733e-05,0.13257053592304,0.365,0.204,1
"CDC42EP3",5.48154388696337e-05,0.182157455746051,0.296,0.159,1
"SPPL3",5.4985733220836e-05,0.102689840546027,0.527,0.322,1
"SUV420H1",5.57038601851148e-05,0.398968202034065,0.453,0.292,1
